datapoint,factValue
dp3525174,5670073901.12
dp3525175,5064022575.99
dp3525176,5365319278.32
dp3525177,0
dp3525178,0
dp3525179,0
dp3525354,268265963.92
dp3525355,0
dp3525356,0
dp3525381,253201128.8
dp3525459,283503695.06
dp3525460,0
dp456451,5124916881.78
dp456453,0
dp458805,256245844.09
dp458807,0
