datapoint,factValue
dp3294936,15008.34
dp3294979,38575487350.57
dp3295150,4229707733.95
dp3295222,7321863342.39
dp3295257,406639105.55
dp3530796,35780.38
dp3530809,2571830093.75
dp3530821,24045396286.22
