datapoint,factValue
dp3525491,2025-03-31
dp3525492,2024-12-31
dp3525493,2025-03-31
dp3525494,2024-09-30
dp3525495,2025-06-30
dp3525496,2024-12-31
dp3525497,2024-09-30
dp3530904,12
dp3530905,12
dp3530906,12
dp3530907,12
dp3530908,12
dp3530909,12
dp3530910,12
dp3530911,12
dp3531098,2025-06-30
