datapoint,factValue
dp3530985,not relavant for Deka (no insurance participations)
dp3530986,not relevant for Deka
dp3531024,not relevant for Deka (no internal model for CCR)
dp3531027,not relevant for Deka (no securisation exposure in the trading book)
dp3531028,not relevant for Deka (only investor positions)
dp3531030,not relevant for Deka (only investor positions)
