datapoint,factValue
dp3530616,"Nr. P11, Nr. P14"
dp3530618,Nr. P9
dp3530636,Nr. P13
dp3530648,Nr. P13
dp3530654,Nr. P12
dp3530685,"Nr. A8 , Nr. A11"
dp3530696,Nr. P16
dp3530705,Nr. P15
