url,lei,consolidation,country,module,refdate,submission_ts
https://errp.eba.europa.eu/public-documents/CODIS/input/2138005M92IEIQVEL297.CON_EE_PILLAR3020000_CODIS_2025-12-31_20260302165627032.zip,2138005M92IEIQVEL297,CON,EE,020000,2025-12-31,20260302165627032
https://errp.eba.europa.eu/public-documents/CODIS/input/2138005MGIT3X9ZTMP37.IND_DK_PILLAR3020000_CODIS_2025-12-31_20260225114311736.zip,2138005MGIT3X9ZTMP37,IND,DK,020000,2025-12-31,20260225114311736
https://errp.eba.europa.eu/public-documents/CODIS/input/2138007F5HA5FFJROB80.CON_LV_PILLAR3020000_CODIS_2025-12-31_20260522170313364.zip,2138007F5HA5FFJROB80,CON,LV,020000,2025-12-31,20260522170313364
https://errp.eba.europa.eu/public-documents/CODIS/input/2138007F5HA5FFJROB80.CON_LV_PILLAR3020000_CODIS_2025-12-31_20260527125254835.zip,2138007F5HA5FFJROB80,CON,LV,020000,2025-12-31,20260527125254835
https://errp.eba.europa.eu/public-documents/CODIS/input/2138007JGI1M5YF7FJ53.CON_DK_PILLAR3020000_CODIS_2025-12-31_20260310124501716.zip,2138007JGI1M5YF7FJ53,CON,DK,020000,2025-12-31,20260310124501716
https://errp.eba.europa.eu/public-documents/CODIS/input/2138007JGI1M5YF7FJ53.CON_DK_PILLAR3020000_CODIS_2025-12-31_20260324114906012.zip,2138007JGI1M5YF7FJ53,CON,DK,020000,2025-12-31,20260324114906012
https://errp.eba.europa.eu/public-documents/CODIS/input/2138007WKF5CM2EUM824.IND_CZ_PILLAR3020000_CODIS_2025-12-31_20260629090000001.zip,2138007WKF5CM2EUM824,IND,CZ,020000,2025-12-31,20260629090000001
https://errp.eba.europa.eu/public-documents/CODIS/input/213800984CWACNBY8F31.IND_DK_PILLAR3020000_CODIS_2025-12-31_20260331092341204.zip,213800984CWACNBY8F31,IND,DK,020000,2025-12-31,20260331092341204
https://errp.eba.europa.eu/public-documents/CODIS/input/2138009Y59EAR7H1UO97.CON_LV_PILLAR3020000_CODIS_2025-06-30_20260316151400100.zip,2138009Y59EAR7H1UO97,CON,LV,020000,2025-06-30,20260316151400100
https://errp.eba.europa.eu/public-documents/CODIS/input/2138009Y59EAR7H1UO97.CON_LV_PILLAR3020000_CODIS_2025-09-30_20260318142400100.zip,2138009Y59EAR7H1UO97,CON,LV,020000,2025-09-30,20260318142400100
https://errp.eba.europa.eu/public-documents/CODIS/input/2138009Y59EAR7H1UO97.CON_LV_PILLAR3020000_CODIS_2025-12-31_20260320163400100.zip,2138009Y59EAR7H1UO97,CON,LV,020000,2025-12-31,20260320163400100
https://errp.eba.europa.eu/public-documents/CODIS/input/2138009Y59EAR7H1UO97.CON_LV_PILLAR3020000_CODIS_2025-12-31_20260415141500100.zip,2138009Y59EAR7H1UO97,CON,LV,020000,2025-12-31,20260415141500100
https://errp.eba.europa.eu/public-documents/CODIS/input/2138009Y59EAR7H1UO97.CON_LV_PILLAR3020100_CODIS_2026-03-31_20260528150500100.zip,2138009Y59EAR7H1UO97,CON,LV,020100,2026-03-31,20260528150500100
https://errp.eba.europa.eu/public-documents/CODIS/input/213800A1O379I6DMCU10.IND_MT_PILLAR3020000_CODIS_2025-06-30_20260121132249259.zip,213800A1O379I6DMCU10,IND,MT,020000,2025-06-30,20260121132249259
https://errp.eba.europa.eu/public-documents/CODIS/input/213800A1O379I6DMCU10.IND_MT_PILLAR3020000_CODIS_2025-09-30_20260127124452313.zip,213800A1O379I6DMCU10,IND,MT,020000,2025-09-30,20260127124452313
https://errp.eba.europa.eu/public-documents/CODIS/input/213800A1O379I6DMCU10.IND_MT_PILLAR3020000_CODIS_2025-12-31_20260402091037110.zip,213800A1O379I6DMCU10,IND,MT,020000,2025-12-31,20260402091037110
https://errp.eba.europa.eu/public-documents/CODIS/input/213800A1O379I6DMCU10.IND_MT_PILLAR3020100_CODIS_2026-03-31_20260525084819161.zip,213800A1O379I6DMCU10,IND,MT,020100,2026-03-31,20260525084819161
https://errp.eba.europa.eu/public-documents/CODIS/input/213800C78WI8VFJCYR09.IND_DK_PILLAR3020000_CODIS_2025-12-31_20260225104837784.zip,213800C78WI8VFJCYR09,IND,DK,020000,2025-12-31,20260225104837784
https://errp.eba.europa.eu/public-documents/CODIS/input/213800CBW4NPFP73ZK64.CON_CY_PILLAR3020000_CODIS_2025-12-31_20260622152354110.zip,213800CBW4NPFP73ZK64,CON,CY,020000,2025-12-31,20260622152354110
https://errp.eba.europa.eu/public-documents/CODIS/input/213800CQ92347ZCS9V73.CON_PT_PILLAR3020000_CODIS_2025-12-31_20260522174612463.zip,213800CQ92347ZCS9V73,CON,PT,020000,2025-12-31,20260522174612463
https://errp.eba.europa.eu/public-documents/CODIS/input/213800DBQIB6VBNU5C64.CON_GR_PILLAR3020000_CODIS_2025-06-30_20260306044215000.zip,213800DBQIB6VBNU5C64,CON,GR,020000,2025-06-30,20260306044215000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800DBQIB6VBNU5C64.CON_GR_PILLAR3020000_CODIS_2025-09-30_20260407111118000.zip,213800DBQIB6VBNU5C64,CON,GR,020000,2025-09-30,20260407111118000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800DBQIB6VBNU5C64.CON_GR_PILLAR3020000_CODIS_2025-12-31_20260625160303000.zip,213800DBQIB6VBNU5C64,CON,GR,020000,2025-12-31,20260625160303000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800GO21RWIB6O9Q29.CON_DK_PILLAR3020000_CODIS_2025-12-31_20260427145625908.zip,213800GO21RWIB6O9Q29,CON,DK,020000,2025-12-31,20260427145625908
https://errp.eba.europa.eu/public-documents/CODIS/input/213800HDJ876ACJXXD05.CON_CY_PILLAR3020000_CODIS_2025-06-30_20251210151013046.zip,213800HDJ876ACJXXD05,CON,CY,020000,2025-06-30,20251210151013046
https://errp.eba.europa.eu/public-documents/CODIS/input/213800HDJ876ACJXXD05.CON_CY_PILLAR3020000_CODIS_2025-09-30_20251210151632215.zip,213800HDJ876ACJXXD05,CON,CY,020000,2025-09-30,20251210151632215
https://errp.eba.europa.eu/public-documents/CODIS/input/213800JF3JFF6MMR2P36.CON_DK_PILLAR3020000_CODIS_2025-12-31_20260306101314422.zip,213800JF3JFF6MMR2P36,CON,DK,020000,2025-12-31,20260306101314422
https://errp.eba.europa.eu/public-documents/CODIS/input/213800KGF4EFNUQKAT69.CON_GR_PILLAR3020000_CODIS_2025-12-31_20260618115600000.zip,213800KGF4EFNUQKAT69,CON,GR,020000,2025-12-31,20260618115600000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800KOJ5JSZ6ID2R91.IND_DK_PILLAR3020000_CODIS_2025-12-31_20260304153908576.zip,213800KOJ5JSZ6ID2R91,IND,DK,020000,2025-12-31,20260304153908576
https://errp.eba.europa.eu/public-documents/CODIS/input/213800KYUPNOQPAQL758.CON_PT_PILLAR3020000_CODIS_2025-12-31_20260518101049765.zip,213800KYUPNOQPAQL758,CON,PT,020000,2025-12-31,20260518101049765
https://errp.eba.europa.eu/public-documents/CODIS/input/213800M7T3CYVZ3ZRT12.CON_NO_PILLAR3020000_CODIS_2025-06-30_20260522111436400.zip,213800M7T3CYVZ3ZRT12,CON,NO,020000,2025-06-30,20260522111436400
https://errp.eba.europa.eu/public-documents/CODIS/input/213800M7T3CYVZ3ZRT12.CON_NO_PILLAR3020000_CODIS_2025-09-30_20260609124947920.zip,213800M7T3CYVZ3ZRT12,CON,NO,020000,2025-09-30,20260609124947920
https://errp.eba.europa.eu/public-documents/CODIS/input/213800M7T3CYVZ3ZRT12.CON_NO_PILLAR3020000_CODIS_2025-12-31_20260519123122517.zip,213800M7T3CYVZ3ZRT12,CON,NO,020000,2025-12-31,20260519123122517
https://errp.eba.europa.eu/public-documents/CODIS/input/213800M7T3CYVZ3ZRT12.CON_NO_PILLAR3020100_CODIS_2026-03-31_20260605070648720.zip,213800M7T3CYVZ3ZRT12,CON,NO,020100,2026-03-31,20260605070648720
https://errp.eba.europa.eu/public-documents/CODIS/input/213800MLL4APN9UP1J53.IND_DK_PILLAR3020000_CODIS_2025-12-31_20260317112915852.zip,213800MLL4APN9UP1J53,IND,DK,020000,2025-12-31,20260317112915852
https://errp.eba.europa.eu/public-documents/CODIS/input/213800P1P13ABO5R9V78.IND_CY_PILLAR3020000_CODIS_2025-12-31_20260625112038640.zip,213800P1P13ABO5R9V78,IND,CY,020000,2025-12-31,20260625112038640
https://errp.eba.europa.eu/public-documents/CODIS/input/213800RENLNKMWZV8767.CON_DK_PILLAR3020000_CODIS_2025-12-31_20260331171124178.zip,213800RENLNKMWZV8767,CON,DK,020000,2025-12-31,20260331171124178
https://errp.eba.europa.eu/public-documents/CODIS/input/213800RZWHE5EUX9R444.CON_EE_PILLAR3020000_CODIS_2025-12-31_20260630164255313.zip,213800RZWHE5EUX9R444,CON,EE,020000,2025-12-31,20260630164255313
https://errp.eba.europa.eu/public-documents/CODIS/input/213800TC9PZRBHMJW403.CON_MT_PILLAR3020000_CODIS_2025-06-30_20251202105932080.zip,213800TC9PZRBHMJW403,CON,MT,020000,2025-06-30,20251202105932080
https://errp.eba.europa.eu/public-documents/CODIS/input/213800TC9PZRBHMJW403.CON_MT_PILLAR3020000_CODIS_2025-09-30_20251202105804725.zip,213800TC9PZRBHMJW403,CON,MT,020000,2025-09-30,20251202105804725
https://errp.eba.europa.eu/public-documents/CODIS/input/213800TC9PZRBHMJW403.CON_MT_PILLAR3020000_CODIS_2025-12-31_20260619170503464.zip,213800TC9PZRBHMJW403,CON,MT,020000,2025-12-31,20260619170503464
https://errp.eba.europa.eu/public-documents/CODIS/input/213800TKOS7J5UA3ZI07.IND_FR_PILLAR3020000_CODIS_2025-12-31_20260630170104000.zip,213800TKOS7J5UA3ZI07,IND,FR,020000,2025-12-31,20260630170104000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800UIIZ6YSEQB5S26.CON_LU_PILLAR3020000_CODIS_2025-12-31_20260522110147472.zip,213800UIIZ6YSEQB5S26,CON,LU,020000,2025-12-31,20260522110147472
https://errp.eba.europa.eu/public-documents/CODIS/input/213800UK7516IBWZO445.IND_DK_PILLAR3020000_CODIS_2025-12-31_20260310102352348.zip,213800UK7516IBWZO445,IND,DK,020000,2025-12-31,20260310102352348
https://errp.eba.europa.eu/public-documents/CODIS/input/213800UYAHIRLZ4NSN67.IND_DK_PILLAR3020000_CODIS_2025-06-30_20260226112153680.zip,213800UYAHIRLZ4NSN67,IND,DK,020000,2025-06-30,20260226112153680
https://errp.eba.europa.eu/public-documents/CODIS/input/213800UYAHIRLZ4NSN67.IND_DK_PILLAR3020000_CODIS_2025-12-31_20260226111953252.zip,213800UYAHIRLZ4NSN67,IND,DK,020000,2025-12-31,20260226111953252
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020000_CODIS_2025-06-30_20260209110618000.zip,213800X3Q9LSAKRUWY91,CON,BE,020000,2025-06-30,20260209110618000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020000_CODIS_2025-06-30_20260421103026000.zip,213800X3Q9LSAKRUWY91,CON,BE,020000,2025-06-30,20260421103026000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020000_CODIS_2025-09-30_20260205033700003.zip,213800X3Q9LSAKRUWY91,CON,BE,020000,2025-09-30,20260205033700003
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020000_CODIS_2025-09-30_20260331114525000.zip,213800X3Q9LSAKRUWY91,CON,BE,020000,2025-09-30,20260331114525000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020000_CODIS_2025-09-30_20260416013549000.zip,213800X3Q9LSAKRUWY91,CON,BE,020000,2025-09-30,20260416013549000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020000_CODIS_2025-12-31_20260421145422000.zip,213800X3Q9LSAKRUWY91,CON,BE,020000,2025-12-31,20260421145422000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020000_CODIS_2025-12-31_20260615121248000.zip,213800X3Q9LSAKRUWY91,CON,BE,020000,2025-12-31,20260615121248000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800X3Q9LSAKRUWY91.CON_BE_PILLAR3020100_CODIS_2026-03-31_20260605122314000.zip,213800X3Q9LSAKRUWY91,CON,BE,020100,2026-03-31,20260605122314000
https://errp.eba.europa.eu/public-documents/CODIS/input/213800ZOI1EW481WPV90.IND_MT_PILLAR3020000_CODIS_2025-12-31_20260526161331168.zip,213800ZOI1EW481WPV90,IND,MT,020000,2025-12-31,20260526161331168
https://errp.eba.europa.eu/public-documents/CODIS/input/22210058UCKT3BJTCN24.CON_SI_PILLAR3020000_CODIS_2025-06-30_20260311080540373.zip,22210058UCKT3BJTCN24,CON,SI,020000,2025-06-30,20260311080540373
https://errp.eba.europa.eu/public-documents/CODIS/input/22210058UCKT3BJTCN24.CON_SI_PILLAR3020000_CODIS_2025-12-31_20260409083312680.zip,22210058UCKT3BJTCN24,CON,SI,020000,2025-12-31,20260409083312680
https://errp.eba.europa.eu/public-documents/CODIS/input/222100PG81CES7H3HZ28.CON_ES_PILLAR3020000_CODIS_2025-12-31_20260625080700000.zip,222100PG81CES7H3HZ28,CON,ES,020000,2025-12-31,20260625080700000
https://errp.eba.europa.eu/public-documents/CODIS/input/222100V03Y766EM5TZ83.IND_LU_PILLAR3020000_CODIS_2025-12-31_20260428092026954.zip,222100V03Y766EM5TZ83,IND,LU,020000,2025-12-31,20260428092026954
https://errp.eba.europa.eu/public-documents/CODIS/input/2534005A84927EKSR789.CON_LV_PILLAR3020000_CODIS_2025-12-31_20260521130827846.zip,2534005A84927EKSR789,CON,LV,020000,2025-12-31,20260521130827846
https://errp.eba.europa.eu/public-documents/CODIS/input/254900RNFMDM0P11YR84.CON_DE_PILLAR3020000_CODIS_2025-06-30_20260625090711277.zip,254900RNFMDM0P11YR84,CON,DE,020000,2025-06-30,20260625090711277
https://errp.eba.europa.eu/public-documents/CODIS/input/254900RNFMDM0P11YR84.CON_DE_PILLAR3020000_CODIS_2025-09-30_20260625104931354.zip,254900RNFMDM0P11YR84,CON,DE,020000,2025-09-30,20260625104931354
https://errp.eba.europa.eu/public-documents/CODIS/input/254900WR3I1Z9NPC7D84.CON_IS_PILLAR3020000_CODIS_2025-12-31_20260415100049228.zip,254900WR3I1Z9NPC7D84,CON,IS,020000,2025-12-31,20260415100049228
https://errp.eba.europa.eu/public-documents/CODIS/input/2594000ZNGGQZXZKXH36.CON_PL_PILLAR3020000_CODIS_2025-12-31_20260427184042133.zip,2594000ZNGGQZXZKXH36,CON,PL,020000,2025-12-31,20260427184042133
https://errp.eba.europa.eu/public-documents/CODIS/input/2594000ZNGGQZXZKXH36.CON_PL_PILLAR3020000_CODIS_2025-12-31_20260428120911090.zip,2594000ZNGGQZXZKXH36,CON,PL,020000,2025-12-31,20260428120911090
https://errp.eba.europa.eu/public-documents/CODIS/input/259400BILZFH923Q1N56.IND_PL_PILLAR3020000_CODIS_2025-12-31_20260616123959336.zip,259400BILZFH923Q1N56,IND,PL,020000,2025-12-31,20260616123959336
https://errp.eba.europa.eu/public-documents/CODIS/input/259400DAAAR5M4A6SI23.IND_PL_PILLAR3020000_CODIS_2025-12-31_20260224100100410.zip,259400DAAAR5M4A6SI23,IND,PL,020000,2025-12-31,20260224100100410
https://errp.eba.europa.eu/public-documents/CODIS/input/259400DZXF7UJKK2AY35.CON_PL_PILLAR3020000_CODIS_2025-06-30_20260417113951967.zip,259400DZXF7UJKK2AY35,CON,PL,020000,2025-06-30,20260417113951967
https://errp.eba.europa.eu/public-documents/CODIS/input/259400DZXF7UJKK2AY35.CON_PL_PILLAR3020000_CODIS_2025-06-30_20260512172019024.zip,259400DZXF7UJKK2AY35,CON,PL,020000,2025-06-30,20260512172019024
https://errp.eba.europa.eu/public-documents/CODIS/input/259400DZXF7UJKK2AY35.CON_PL_PILLAR3020000_CODIS_2025-09-30_20260402125514225.zip,259400DZXF7UJKK2AY35,CON,PL,020000,2025-09-30,20260402125514225
https://errp.eba.europa.eu/public-documents/CODIS/input/259400DZXF7UJKK2AY35.CON_PL_PILLAR3020000_CODIS_2025-09-30_20260513172257658.zip,259400DZXF7UJKK2AY35,CON,PL,020000,2025-09-30,20260513172257658
https://errp.eba.europa.eu/public-documents/CODIS/input/259400DZXF7UJKK2AY35.CON_PL_PILLAR3020000_CODIS_2025-12-31_20260223001352013.zip,259400DZXF7UJKK2AY35,CON,PL,020000,2025-12-31,20260223001352013
https://errp.eba.europa.eu/public-documents/CODIS/input/259400DZXF7UJKK2AY35.CON_PL_PILLAR3020100_CODIS_2026-03-31_20260430133858348.zip,259400DZXF7UJKK2AY35,CON,PL,020100,2026-03-31,20260430133858348
https://errp.eba.europa.eu/public-documents/CODIS/input/259400GZKACLCASLRW25.IND_PL_PILLAR3020000_CODIS_2025-12-31_20260528142223784.zip,259400GZKACLCASLRW25,IND,PL,020000,2025-12-31,20260528142223784
https://errp.eba.europa.eu/public-documents/CODIS/input/259400L03ZTD1W99FZ91.IND_PL_PILLAR3020000_CODIS_2025-12-31_20260424134210826.zip,259400L03ZTD1W99FZ91,IND,PL,020000,2025-12-31,20260424134210826
https://errp.eba.europa.eu/public-documents/CODIS/input/259400LGXW3K0GDAG361.CON_PL_PILLAR3020000_CODIS_2025-06-30_20260622144828899.zip,259400LGXW3K0GDAG361,CON,PL,020000,2025-06-30,20260622144828899
https://errp.eba.europa.eu/public-documents/CODIS/input/259400LGXW3K0GDAG361.CON_PL_PILLAR3020000_CODIS_2025-09-30_20260622145759185.zip,259400LGXW3K0GDAG361,CON,PL,020000,2025-09-30,20260622145759185
https://errp.eba.europa.eu/public-documents/CODIS/input/259400LGXW3K0GDAG361.CON_PL_PILLAR3020000_CODIS_2025-12-31_20260224103556784.zip,259400LGXW3K0GDAG361,CON,PL,020000,2025-12-31,20260224103556784
https://errp.eba.europa.eu/public-documents/CODIS/input/259400LGXW3K0GDAG361.CON_PL_PILLAR3020100_CODIS_2026-03-31_20260429091238020.zip,259400LGXW3K0GDAG361,CON,PL,020100,2026-03-31,20260429091238020
https://errp.eba.europa.eu/public-documents/CODIS/input/259400OFDZ9KPZEO8K78.CON_PL_PILLAR3020000_CODIS_2025-06-30_20260522105243393.zip,259400OFDZ9KPZEO8K78,CON,PL,020000,2025-06-30,20260522105243393
https://errp.eba.europa.eu/public-documents/CODIS/input/259400OFDZ9KPZEO8K78.CON_PL_PILLAR3020000_CODIS_2025-06-30_20260617210234978.zip,259400OFDZ9KPZEO8K78,CON,PL,020000,2025-06-30,20260617210234978
https://errp.eba.europa.eu/public-documents/CODIS/input/259400P9KF07OP2K5P83.IND_PL_PILLAR3020000_CODIS_2025-06-30_20260416143633339.zip,259400P9KF07OP2K5P83,IND,PL,020000,2025-06-30,20260416143633339
https://errp.eba.europa.eu/public-documents/CODIS/input/259400QHDOZWMJ103294.CON_PL_PILLAR3020000_CODIS_2025-06-30_20260527091714729.zip,259400QHDOZWMJ103294,CON,PL,020000,2025-06-30,20260527091714729
https://errp.eba.europa.eu/public-documents/CODIS/input/259400QHDOZWMJ103294.CON_PL_PILLAR3020000_CODIS_2025-12-31_20260224132100027.zip,259400QHDOZWMJ103294,CON,PL,020000,2025-12-31,20260224132100027
https://errp.eba.europa.eu/public-documents/CODIS/input/259400WNAOMT2E4OIS38.CON_PL_PILLAR3020000_CODIS_2025-12-31_20260331163011246.zip,259400WNAOMT2E4OIS38,CON,PL,020000,2025-12-31,20260331163011246
https://errp.eba.europa.eu/public-documents/CODIS/input/259400YLRTOBISHBVX41.CON_PL_PILLAR3020000_CODIS_2025-06-30_20260123182722889.zip,259400YLRTOBISHBVX41,CON,PL,020000,2025-06-30,20260123182722889
https://errp.eba.europa.eu/public-documents/CODIS/input/259400YLRTOBISHBVX41.CON_PL_PILLAR3020000_CODIS_2025-09-30_20260217082453543.zip,259400YLRTOBISHBVX41,CON,PL,020000,2025-09-30,20260217082453543
https://errp.eba.europa.eu/public-documents/CODIS/input/259400YLRTOBISHBVX41.CON_PL_PILLAR3020000_CODIS_2025-12-31_20260305182504539.zip,259400YLRTOBISHBVX41,CON,PL,020000,2025-12-31,20260305182504539
https://errp.eba.europa.eu/public-documents/CODIS/input/259400YLRTOBISHBVX41.CON_PL_PILLAR3020100_CODIS_2026-03-31_20260430093626842.zip,259400YLRTOBISHBVX41,CON,PL,020100,2026-03-31,20260430093626842
https://errp.eba.europa.eu/public-documents/CODIS/input/2G5BKIC2CB69PRJH1W31.IND_IE_PILLAR3020000_CODIS_2025-06-30_20260304124512345.zip,2G5BKIC2CB69PRJH1W31,IND,IE,020000,2025-06-30,20260304124512345
https://errp.eba.europa.eu/public-documents/CODIS/input/2G5BKIC2CB69PRJH1W31.IND_IE_PILLAR3020000_CODIS_2025-09-30_20260402131155000.zip,2G5BKIC2CB69PRJH1W31,IND,IE,020000,2025-09-30,20260402131155000
https://errp.eba.europa.eu/public-documents/CODIS/input/2G5BKIC2CB69PRJH1W31.IND_IE_PILLAR3020000_CODIS_2025-12-31_20260623121225000.zip,2G5BKIC2CB69PRJH1W31,IND,IE,020000,2025-12-31,20260623121225000
https://errp.eba.europa.eu/public-documents/CODIS/input/2W8N8UU78PMDQKZENC08.CON_IT_PILLAR3020000_CODIS_2025-06-30_20260312142843499.zip,2W8N8UU78PMDQKZENC08,CON,IT,020000,2025-06-30,20260312142843499
https://errp.eba.europa.eu/public-documents/CODIS/input/2W8N8UU78PMDQKZENC08.CON_IT_PILLAR3020000_CODIS_2025-09-30_20260312144043466.zip,2W8N8UU78PMDQKZENC08,CON,IT,020000,2025-09-30,20260312144043466
https://errp.eba.europa.eu/public-documents/CODIS/input/2W8N8UU78PMDQKZENC08.CON_IT_PILLAR3020000_CODIS_2025-12-31_20260511115838970.zip,2W8N8UU78PMDQKZENC08,CON,IT,020000,2025-12-31,20260511115838970
https://errp.eba.europa.eu/public-documents/CODIS/input/2W8N8UU78PMDQKZENC08.CON_IT_PILLAR3020100_CODIS_2026-03-31_20260511135310762.zip,2W8N8UU78PMDQKZENC08,CON,IT,020100,2026-03-31,20260511135310762
https://errp.eba.europa.eu/public-documents/CODIS/input/2ZCNRR8UK83OBTEK2170.CON_DE_PILLAR3020000_CODIS_2025-06-30_20260128151201300.zip,2ZCNRR8UK83OBTEK2170,CON,DE,020000,2025-06-30,20260128151201300
https://errp.eba.europa.eu/public-documents/CODIS/input/2ZCNRR8UK83OBTEK2170.CON_DE_PILLAR3020000_CODIS_2025-09-30_20260129085101700.zip,2ZCNRR8UK83OBTEK2170,CON,DE,020000,2025-09-30,20260129085101700
