lei,scope,refPeriod,bank_name,country,institution_type,szenario,szenario_label,delta_eve_eur,delta_nii_eur,tier1_eur,quote_eve,quote_nii,sot_eve,sot_nii,vorbehalt
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,0030,Steepener,362,,29378938989,0.0000,,nein,,
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,0040,Flattener,-1350,,29378938989,-0.0000,,nein,,
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,0050,kurze Zinsen hoch,-775,,29378938989,-0.0000,,nein,,
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,0060,kurze Zinsen runter,10,,29378938989,0.0000,,nein,,
529900OKPZTTS50FXP26,IND,2025-12-31,Advanzia Bank S.A.,Luxembourg,Other highest EEA,0010,Parallelverschiebung hoch,-69274573,13207747,477416800,-0.1451,0.0277,nein,nein,
529900OKPZTTS50FXP26,IND,2025-12-31,Advanzia Bank S.A.,Luxembourg,Other highest EEA,0020,Parallelverschiebung runter,64525430,-17573381,477416800,0.1352,-0.0368,nein,nein,
529900OKPZTTS50FXP26,IND,2025-12-31,Advanzia Bank S.A.,Luxembourg,Other highest EEA,0030,Steepener,6029701,,477416800,0.0126,,nein,,
529900OKPZTTS50FXP26,IND,2025-12-31,Advanzia Bank S.A.,Luxembourg,Other highest EEA,0040,Flattener,-23085805,,477416800,-0.0484,,nein,,
529900OKPZTTS50FXP26,IND,2025-12-31,Advanzia Bank S.A.,Luxembourg,Other highest EEA,0050,kurze Zinsen hoch,-39778890,,477416800,-0.0833,,nein,,
529900OKPZTTS50FXP26,IND,2025-12-31,Advanzia Bank S.A.,Luxembourg,Other highest EEA,0060,kurze Zinsen runter,36448477,,477416800,0.0763,,nein,,
529900PR2ELW8QI1B775,IND,2025-12-31,DLR Kredit A/S,Denmark,Large highest EEA,0010,Parallelverschiebung hoch,3,-7,,,,,,skala
529900PR2ELW8QI1B775,IND,2025-12-31,DLR Kredit A/S,Denmark,Large highest EEA,0020,Parallelverschiebung runter,-4,5,,,,,,skala
529900PR2ELW8QI1B775,IND,2025-12-31,DLR Kredit A/S,Denmark,Large highest EEA,0030,Steepener,-3,,,,,,,skala
529900PR2ELW8QI1B775,IND,2025-12-31,DLR Kredit A/S,Denmark,Large highest EEA,0040,Flattener,3,,,,,,,skala
529900PR2ELW8QI1B775,IND,2025-12-31,DLR Kredit A/S,Denmark,Large highest EEA,0050,kurze Zinsen hoch,4,,,,,,,skala
529900PR2ELW8QI1B775,IND,2025-12-31,DLR Kredit A/S,Denmark,Large highest EEA,0060,kurze Zinsen runter,-5,,,,,,,skala
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,0010,Parallelverschiebung hoch,-6452528,-6294589,189605890,-0.0340,-0.0332,nein,nein,
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,0020,Parallelverschiebung runter,1277621,1929018,189605890,0.0067,0.0102,nein,nein,
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,0030,Steepener,-1413957,,189605890,-0.0075,,nein,,
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,0040,Flattener,-683218,,189605890,-0.0036,,nein,,
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,0050,kurze Zinsen hoch,-1675664,,189605890,-0.0088,,nein,,
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,0060,kurze Zinsen runter,170516,,189605890,0.0009,,nein,,
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,0010,Parallelverschiebung hoch,-58381127,4700402,2195546091,-0.0266,0.0021,nein,nein,
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,0020,Parallelverschiebung runter,57001267,-22273145,2195546091,0.0260,-0.0101,nein,nein,
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,0030,Steepener,-17997066,,2195546091,-0.0082,,nein,,
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,0040,Flattener,7041731,,2195546091,0.0032,,nein,,
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,0050,kurze Zinsen hoch,-12207061,,2195546091,-0.0056,,nein,,
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,0060,kurze Zinsen runter,7352332,,2195546091,0.0033,,nein,,
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Other highest EEA,0010,Parallelverschiebung hoch,-5452,-1994,143988,-0.0379,-0.0138,,,skala
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Other highest EEA,0020,Parallelverschiebung runter,-161,1536,143988,-0.0011,0.0107,,,skala
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Other highest EEA,0030,Steepener,3379,,143988,0.0235,,,,skala
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Other highest EEA,0040,Flattener,-3316,,143988,-0.0230,,,,skala
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Other highest EEA,0050,kurze Zinsen hoch,-2516,,143988,-0.0175,,,,skala
529900RPGHC6DQEQL615,IND,2025-12-31,International Asset Bank AD,Bulgaria,Other highest EEA,0060,kurze Zinsen runter,3203,,143988,0.0222,,,,skala
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,0010,Parallelverschiebung hoch,-1,30,1275,-0.0010,0.0233,,,skala
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,0020,Parallelverschiebung runter,19,-32,1275,0.0149,-0.0252,,,skala
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,0030,Steepener,-40,,1275,-0.0313,,,,skala
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,0040,Flattener,43,,1275,0.0335,,,,skala
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,0050,kurze Zinsen hoch,37,,1275,0.0290,,,,skala
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,0060,kurze Zinsen runter,-39,,1275,-0.0310,,,,skala
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,Large highest EEA,0010,Parallelverschiebung hoch,34,17,1310,0.0260,0.0130,,,skala
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,Large highest EEA,0020,Parallelverschiebung runter,-62,-36,1310,-0.0474,-0.0277,,,skala
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,Large highest EEA,0030,Steepener,-26,,1310,-0.0199,,,,skala
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,Large highest EEA,0040,Flattener,20,,1310,0.0152,,,,skala
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,Large highest EEA,0050,kurze Zinsen hoch,28,,1310,0.0211,,,,skala
529900RWC8ZYB066JF16,CON,2025-12-31,Bank of Valletta Plc,Malta,Large highest EEA,0060,kurze Zinsen runter,-58,,1310,-0.0446,,,,skala
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,0010,Parallelverschiebung hoch,-9000000,25000000,1311446344,-0.0069,0.0191,nein,nein,
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,0020,Parallelverschiebung runter,939000000,-16000000,1311446344,0.7160,-0.0122,nein,nein,
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,0030,Steepener,1382000000,,1311446344,1.0538,,,,unplausibel
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,0040,Flattener,509000000,,1311446344,0.3881,,nein,,
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,0050,kurze Zinsen hoch,361000000,,1311446344,0.2753,,nein,,
529900S1KHKOEQL5CK20,IND,2025-12-31,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,0060,kurze Zinsen runter,992000000,,1311446344,0.7564,,nein,,
529900SEFOTJH1MLGZ92,IND,2025-12-31,Lægernes Bank A/S,Denmark,Other highest EEA,0010,Parallelverschiebung hoch,-118,-4699,154024512,-0.0000,-0.0000,nein,nein,
529900SEFOTJH1MLGZ92,IND,2025-12-31,Lægernes Bank A/S,Denmark,Other highest EEA,0020,Parallelverschiebung runter,-858,-7037,154024512,-0.0000,-0.0000,nein,nein,
529900SEFOTJH1MLGZ92,IND,2025-12-31,Lægernes Bank A/S,Denmark,Other highest EEA,0030,Steepener,1942,,154024512,0.0000,,nein,,
529900SEFOTJH1MLGZ92,IND,2025-12-31,Lægernes Bank A/S,Denmark,Other highest EEA,0040,Flattener,-2308,,154024512,-0.0000,,nein,,
529900SEFOTJH1MLGZ92,IND,2025-12-31,Lægernes Bank A/S,Denmark,Other highest EEA,0050,kurze Zinsen hoch,-2048,,154024512,-0.0000,,nein,,
529900SEFOTJH1MLGZ92,IND,2025-12-31,Lægernes Bank A/S,Denmark,Other highest EEA,0060,kurze Zinsen runter,860,,154024512,0.0000,,nein,,
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Large highest EEA,0010,Parallelverschiebung hoch,-667,-144,30239646360,-0.0000,-0.0000,nein,nein,
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Large highest EEA,0020,Parallelverschiebung runter,446,57,30239646360,0.0000,0.0000,nein,nein,
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Large highest EEA,0030,Steepener,930,,30239646360,0.0000,,nein,,
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Large highest EEA,0040,Flattener,-1058,,30239646360,-0.0000,,nein,,
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Large highest EEA,0050,kurze Zinsen hoch,-1178,,30239646360,-0.0000,,nein,,
529900SSGT49ZZSWYE62,CON,2025-12-31,Volkswagen Financial Services AG,Germany,Large highest EEA,0060,kurze Zinsen runter,1231,,30239646360,0.0000,,nein,,
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,0010,Parallelverschiebung hoch,-94,-54,4277,-0.0219,-0.0127,,,skala
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,0020,Parallelverschiebung runter,80,-55,4277,0.0188,-0.0129,,,skala
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,0030,Steepener,-72,,4277,-0.0168,,,,skala
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,0040,Flattener,31,,4277,0.0074,,,,skala
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,0050,kurze Zinsen hoch,11,,4277,0.0027,,,,skala
529900SXEWPJ1MRRX537,CON,2025-12-31,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,0060,kurze Zinsen runter,-23,,4277,-0.0055,,,,skala
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Other highest EEA,0010,Parallelverschiebung hoch,10418905,5896419,204335042,0.0510,0.0289,nein,nein,
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Other highest EEA,0020,Parallelverschiebung runter,-6519087,-6056127,204335042,-0.0319,-0.0296,nein,nein,
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Other highest EEA,0030,Steepener,262906,,204335042,0.0013,,nein,,
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Other highest EEA,0040,Flattener,2181374,,204335042,0.0107,,nein,,
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Other highest EEA,0050,kurze Zinsen hoch,4379665,,204335042,0.0214,,nein,,
529900UIRB65OY6U4B21,IND,2025-12-31,Lombard Bank Malta plc,Malta,Other highest EEA,0060,kurze Zinsen runter,-4646482,,204335042,-0.0227,,nein,,
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Other highest EEA,0010,Parallelverschiebung hoch,-32,-3,871,-0.0371,-0.0033,,,skala
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Other highest EEA,0020,Parallelverschiebung runter,13,1,871,0.0150,0.0012,,,skala
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Other highest EEA,0030,Steepener,9,,871,0.0107,,,,skala
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Other highest EEA,0040,Flattener,-25,,871,-0.0286,,,,skala
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Other highest EEA,0050,kurze Zinsen hoch,-33,,871,-0.0383,,,,skala
529900UKZBMDBDZIXD62,CON,2025-12-31,Addiko Bank AG,Austria,Other highest EEA,0060,kurze Zinsen runter,17,,871,0.0198,,,,skala
529900VS0F7BA91P4I60,IND,2025-12-31,Alpha Bank Cyprus Limited,Cyprus,Large subsidiaries,0010,Parallelverschiebung hoch,-23988000000,12590000000,,,,,,
529900VS0F7BA91P4I60,IND,2025-12-31,Alpha Bank Cyprus Limited,Cyprus,Large subsidiaries,0020,Parallelverschiebung runter,34275000000,-18974000000,,,,,,
529900VS0F7BA91P4I60,IND,2025-12-31,Alpha Bank Cyprus Limited,Cyprus,Large subsidiaries,0030,Steepener,-4358000000,,,,,,,
529900VS0F7BA91P4I60,IND,2025-12-31,Alpha Bank Cyprus Limited,Cyprus,Large subsidiaries,0040,Flattener,-2852000000,,,,,,,
529900VS0F7BA91P4I60,IND,2025-12-31,Alpha Bank Cyprus Limited,Cyprus,Large subsidiaries,0050,kurze Zinsen hoch,-18676000000,,,,,,,
529900VS0F7BA91P4I60,IND,2025-12-31,Alpha Bank Cyprus Limited,Cyprus,Large subsidiaries,0060,kurze Zinsen runter,11228000000,,,,,,,
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,Other highest EEA,0010,Parallelverschiebung hoch,-3437176,1179321,134620190,-0.0255,0.0088,nein,nein,
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,Other highest EEA,0020,Parallelverschiebung runter,4173394,-5749953,134620190,0.0310,-0.0427,nein,nein,
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,Other highest EEA,0030,Steepener,-64277,,134620190,-0.0005,,nein,,
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,Other highest EEA,0040,Flattener,-548778,,134620190,-0.0041,,nein,,
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,Other highest EEA,0050,kurze Zinsen hoch,-1836462,,134620190,-0.0136,,nein,,
529900VVDOKMRRAHZ894,IND,2025-12-31,Bank GPB International S.A.,Luxembourg,Other highest EEA,0060,kurze Zinsen runter,2052644,,134620190,0.0152,,nein,,
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Large highest EEA,0010,Parallelverschiebung hoch,-639368259,-77972671,13658559187,-0.0468,-0.0057,nein,nein,
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Large highest EEA,0020,Parallelverschiebung runter,266611973,-298177496,13658559187,0.0195,-0.0218,nein,nein,
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Large highest EEA,0030,Steepener,43650531,,13658559187,0.0032,,nein,,
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Large highest EEA,0040,Flattener,-235933708,,13658559187,-0.0173,,nein,,
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Large highest EEA,0050,kurze Zinsen hoch,-415274605,,13658559187,-0.0304,,nein,,
529900W3MOO00A18X956,CON,2025-12-31,OTP-csoport,Hungary,Large highest EEA,0060,kurze Zinsen runter,212337098,,13658559187,0.0155,,nein,,
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0010,Parallelverschiebung hoch,-286053271,3571337,5617539449,-0.0509,0.0006,nein,nein,
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0020,Parallelverschiebung runter,174019294,-42980119,5617539449,0.0310,-0.0077,nein,nein,
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0030,Steepener,-104750845,,5617539449,-0.0186,,nein,,
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0040,Flattener,30710188,,5617539449,0.0055,,nein,,
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0050,kurze Zinsen hoch,-39567141,,5617539449,-0.0070,,nein,,
529900XSTAE561178282,CON,2025-06-30,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0060,kurze Zinsen runter,19850277,,5617539449,0.0035,,nein,,
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0010,Parallelverschiebung hoch,-214819657,-11171936,6069147124,-0.0354,-0.0018,nein,nein,
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0020,Parallelverschiebung runter,158204136,-16447146,6069147124,0.0261,-0.0027,nein,nein,
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0030,Steepener,-87220929,,6069147124,-0.0144,,nein,,
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0040,Flattener,26430562,,6069147124,0.0044,,nein,,
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0050,kurze Zinsen hoch,-30893046,,6069147124,-0.0051,,nein,,
529900XSTAE561178282,CON,2025-12-31,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,Large highest EEA,0060,kurze Zinsen runter,18401862,,6069147124,0.0030,,nein,,
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0010,Parallelverschiebung hoch,-589632987,230681324,6080796247,-0.0970,0.0379,nein,nein,
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0020,Parallelverschiebung runter,192464527,-224309231,6080796247,0.0317,-0.0369,nein,nein,
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0030,Steepener,94088499,,6080796247,0.0155,,nein,,
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0040,Flattener,-288749029,,6080796247,-0.0475,,nein,,
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0050,kurze Zinsen hoch,-468741484,,6080796247,-0.0771,,nein,,
5493000LKS7B3UTF7H35,CON,2025-06-30,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0060,kurze Zinsen runter,200690263,,6080796247,0.0330,,nein,,
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0010,Parallelverschiebung hoch,-655789180,224810939,6311809696,-0.1039,0.0356,nein,nein,
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0020,Parallelverschiebung runter,240504110,-205149725,6311809696,0.0381,-0.0325,nein,nein,
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0030,Steepener,104492200,,6311809696,0.0166,,nein,,
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0040,Flattener,-319797160,,6311809696,-0.0507,,nein,,
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0050,kurze Zinsen hoch,-525232446,,6311809696,-0.0832,,nein,,
5493000LKS7B3UTF7H35,CON,2025-12-31,Bank Polska Kasa Opieki S.A.,Poland,Large highest EEA,0060,kurze Zinsen runter,224538751,,6311809696,0.0356,,nein,,
5493000YPN33HF74SN02,IND,2025-10-31,Bank of Montreal Europe plc,Ireland,Other highest EEA,0010,Parallelverschiebung hoch,571230,4816508,,,,,,
5493000YPN33HF74SN02,IND,2025-10-31,Bank of Montreal Europe plc,Ireland,Other highest EEA,0020,Parallelverschiebung runter,-1279209,-11969865,,,,,,
5493000YPN33HF74SN02,IND,2025-10-31,Bank of Montreal Europe plc,Ireland,Other highest EEA,0030,Steepener,2099703,,,,,,,
5493000YPN33HF74SN02,IND,2025-10-31,Bank of Montreal Europe plc,Ireland,Other highest EEA,0040,Flattener,-4755057,,,,,,,
5493000YPN33HF74SN02,IND,2025-10-31,Bank of Montreal Europe plc,Ireland,Other highest EEA,0050,kurze Zinsen hoch,-3938025,,,,,,,
5493000YPN33HF74SN02,IND,2025-10-31,Bank of Montreal Europe plc,Ireland,Other highest EEA,0060,kurze Zinsen runter,1364894,,,,,,,
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Large subsidiaries,0010,Parallelverschiebung hoch,-76071172,20270352,919868788,-0.0827,0.0220,nein,nein,
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Large subsidiaries,0020,Parallelverschiebung runter,85280102,-35022453,919868788,0.0927,-0.0381,nein,nein,
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Large subsidiaries,0030,Steepener,15787764,,919868788,0.0172,,nein,,
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Large subsidiaries,0040,Flattener,-31506194,,919868788,-0.0343,,nein,,
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Large subsidiaries,0050,kurze Zinsen hoch,-59243529,,919868788,-0.0644,,nein,,
5493001U1K6M7JOL5W45,CON,2025-12-31,Raiffeisen Bank csoport,Hungary,Large subsidiaries,0060,kurze Zinsen runter,61975003,,919868788,0.0674,,nein,,
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,0010,Parallelverschiebung hoch,23026268,-17044197,587808287,0.0392,-0.0290,nein,nein,
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,0020,Parallelverschiebung runter,-23026268,-15314338,587808287,-0.0392,-0.0261,nein,nein,
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,0030,Steepener,902954,,587808287,0.0015,,nein,,
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,0040,Flattener,3943730,,587808287,0.0067,,nein,,
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,0050,kurze Zinsen hoch,12409461,,587808287,0.0211,,nein,,
5493002DPKDEC2JN1Y86,CON,2025-12-31,Sparekassen Sjælland-Fyn A/S,Denmark,Other highest EEA,0060,kurze Zinsen runter,-12409461,,587808287,-0.0211,,nein,,
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Large subsidiaries,0010,Parallelverschiebung hoch,-175505598,41808916,2237779033,-0.0784,0.0187,nein,nein,
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Large subsidiaries,0020,Parallelverschiebung runter,59351136,-44148835,2237779033,0.0265,-0.0197,nein,nein,
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Large subsidiaries,0030,Steepener,43634248,,2237779033,0.0195,,nein,,
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Large subsidiaries,0040,Flattener,-113922365,,2237779033,-0.0509,,nein,,
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Large subsidiaries,0050,kurze Zinsen hoch,-158930926,,2237779033,-0.0710,,nein,,
5493003BDYD5VPGUQS04,CON,2025-12-31,UniCredit Bank S.A.,Romania,Large subsidiaries,0060,kurze Zinsen runter,55674889,,2237779033,0.0249,,nein,,
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Other highest EEA,0010,Parallelverschiebung hoch,-13216872,8661466,670758321,-0.0197,0.0129,nein,nein,
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Other highest EEA,0020,Parallelverschiebung runter,13752356,-20400200,670758321,0.0205,-0.0304,nein,nein,
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Other highest EEA,0030,Steepener,4144453,,670758321,0.0062,,nein,,
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Other highest EEA,0040,Flattener,-671469,,670758321,-0.0010,,nein,,
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Other highest EEA,0050,kurze Zinsen hoch,-5695537,,670758321,-0.0085,,nein,,
5493004WUGGU2BQI7F14,CON,2025-12-31,Landshypotek AB - gruppen,Sweden,Other highest EEA,0060,kurze Zinsen runter,12716510,,670758321,0.0190,,nein,,
54930060Q00W1SRIUI57,IND,2025-12-31,vdk bank,Belgium,Other highest EEA,0010,Parallelverschiebung hoch,-35377729,-4326191,390848329,-0.0905,-0.0111,nein,nein,
54930060Q00W1SRIUI57,IND,2025-12-31,vdk bank,Belgium,Other highest EEA,0020,Parallelverschiebung runter,14601078,-6038753,390848329,0.0374,-0.0155,nein,nein,
