lei,scope,refPeriod,bank_name,country,institution_type,szenario,szenario_label,delta_eve_eur,delta_nii_eur,tier1_eur,quote_eve,quote_nii,sot_eve,sot_nii,vorbehalt
549300TTZTKBUFKWH890,CON,2025-12-31,The Cyprus Development Bank Public Company Ltd,Cyprus,Other highest EEA,0030,Steepener,1717,,50600,0.0339,,,,skala
549300TTZTKBUFKWH890,CON,2025-12-31,The Cyprus Development Bank Public Company Ltd,Cyprus,Other highest EEA,0040,Flattener,-278,,50600,-0.0055,,,,skala
549300TTZTKBUFKWH890,CON,2025-12-31,The Cyprus Development Bank Public Company Ltd,Cyprus,Other highest EEA,0050,kurze Zinsen hoch,-308,,50600,-0.0061,,,,skala
549300TTZTKBUFKWH890,CON,2025-12-31,The Cyprus Development Bank Public Company Ltd,Cyprus,Other highest EEA,0060,kurze Zinsen runter,702,,50600,0.0139,,,,skala
549300U4LIZV0REEQQ46,CON,2025-06-30,"Kutxabank, S.A.",Spain,Large highest EEA,0010,Parallelverschiebung hoch,-440407408,138898033,5954191950,-0.0740,0.0233,nein,nein,
549300U4LIZV0REEQQ46,CON,2025-06-30,"Kutxabank, S.A.",Spain,Large highest EEA,0020,Parallelverschiebung runter,465766387,-152348302,5954191950,0.0782,-0.0256,nein,nein,
549300U4LIZV0REEQQ46,CON,2025-06-30,"Kutxabank, S.A.",Spain,Large highest EEA,0030,Steepener,-303733971,,5954191950,-0.0510,,nein,,
549300U4LIZV0REEQQ46,CON,2025-06-30,"Kutxabank, S.A.",Spain,Large highest EEA,0040,Flattener,292662514,,5954191950,0.0492,,nein,,
549300U4LIZV0REEQQ46,CON,2025-06-30,"Kutxabank, S.A.",Spain,Large highest EEA,0050,kurze Zinsen hoch,-10290443,,5954191950,-0.0017,,nein,,
549300U4LIZV0REEQQ46,CON,2025-06-30,"Kutxabank, S.A.",Spain,Large highest EEA,0060,kurze Zinsen runter,35659141,,5954191950,0.0060,,nein,,
549300U4LIZV0REEQQ46,CON,2025-12-31,"Kutxabank, S.A.",Spain,Large highest EEA,0010,Parallelverschiebung hoch,-375163000,154035000,6309366000,-0.0595,0.0244,nein,nein,
549300U4LIZV0REEQQ46,CON,2025-12-31,"Kutxabank, S.A.",Spain,Large highest EEA,0020,Parallelverschiebung runter,367955000,-182249000,6309366000,0.0583,-0.0289,nein,nein,
549300U4LIZV0REEQQ46,CON,2025-12-31,"Kutxabank, S.A.",Spain,Large highest EEA,0030,Steepener,-324387000,,6309366000,-0.0514,,nein,,
549300U4LIZV0REEQQ46,CON,2025-12-31,"Kutxabank, S.A.",Spain,Large highest EEA,0040,Flattener,299308000,,6309366000,0.0474,,nein,,
549300U4LIZV0REEQQ46,CON,2025-12-31,"Kutxabank, S.A.",Spain,Large highest EEA,0050,kurze Zinsen hoch,24839000,,6309366000,0.0039,,nein,,
549300U4LIZV0REEQQ46,CON,2025-12-31,"Kutxabank, S.A.",Spain,Large highest EEA,0060,kurze Zinsen runter,12973000,,6309366000,0.0021,,nein,,
549300UARE5MHTBUPJ19,CON,2025-12-31,Promontoria 19 Coöperatie U.A.,Netherlands,Large highest EEA,0010,Parallelverschiebung hoch,-184594659,11860023,1500041170,-0.1231,0.0079,nein,nein,
549300UARE5MHTBUPJ19,CON,2025-12-31,Promontoria 19 Coöperatie U.A.,Netherlands,Large highest EEA,0020,Parallelverschiebung runter,-108334686,-45672607,1500041170,-0.0722,-0.0304,nein,nein,
549300UARE5MHTBUPJ19,CON,2025-12-31,Promontoria 19 Coöperatie U.A.,Netherlands,Large highest EEA,0030,Steepener,14894123,,1500041170,0.0099,,nein,,
549300UARE5MHTBUPJ19,CON,2025-12-31,Promontoria 19 Coöperatie U.A.,Netherlands,Large highest EEA,0040,Flattener,-65774371,,1500041170,-0.0438,,nein,,
549300UARE5MHTBUPJ19,CON,2025-12-31,Promontoria 19 Coöperatie U.A.,Netherlands,Large highest EEA,0050,kurze Zinsen hoch,-112092703,,1500041170,-0.0747,,nein,,
549300UARE5MHTBUPJ19,CON,2025-12-31,Promontoria 19 Coöperatie U.A.,Netherlands,Large highest EEA,0060,kurze Zinsen runter,70153654,,1500041170,0.0468,,nein,,
549300URJH9VSI58CS32,CON,2025-06-30,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0010,Parallelverschiebung hoch,-236607644,-43833247,,,,,,skala
549300URJH9VSI58CS32,CON,2025-06-30,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0020,Parallelverschiebung runter,114675428,22091227,,,,,,skala
549300URJH9VSI58CS32,CON,2025-06-30,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0030,Steepener,58273321,,,,,,,skala
549300URJH9VSI58CS32,CON,2025-06-30,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0040,Flattener,-146403270,,,,,,,skala
549300URJH9VSI58CS32,CON,2025-06-30,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0050,kurze Zinsen hoch,-209085907,,,,,,,skala
549300URJH9VSI58CS32,CON,2025-06-30,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0060,kurze Zinsen runter,114027814,,,,,,,skala
549300URJH9VSI58CS32,CON,2025-12-31,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0010,Parallelverschiebung hoch,-236607644,-43833247,3362151516,-0.0704,-0.0130,nein,nein,
549300URJH9VSI58CS32,CON,2025-12-31,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0020,Parallelverschiebung runter,114675428,22091227,3362151516,0.0341,0.0066,nein,nein,
549300URJH9VSI58CS32,CON,2025-12-31,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0030,Steepener,58273321,,3362151516,0.0173,,nein,,
549300URJH9VSI58CS32,CON,2025-12-31,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0040,Flattener,-146403270,,3362151516,-0.0435,,nein,,
549300URJH9VSI58CS32,CON,2025-12-31,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0050,kurze Zinsen hoch,-209085907,,3362151516,-0.0622,,nein,,
549300URJH9VSI58CS32,CON,2025-12-31,"Banco Santander Totta, SA",Portugal,Large subsidiaries,0060,kurze Zinsen runter,114027814,,3362151516,0.0339,,nein,,
549300UY81ESCZJ0GR95,CON,2025-06-30,First Investment Bank,Bulgaria,Large highest EEA,0010,Parallelverschiebung hoch,5493,-21755,1040251,0.0053,-0.0209,,,skala
549300UY81ESCZJ0GR95,CON,2025-06-30,First Investment Bank,Bulgaria,Large highest EEA,0020,Parallelverschiebung runter,-6520,25724,1040251,-0.0063,0.0247,,,skala
549300UY81ESCZJ0GR95,CON,2025-06-30,First Investment Bank,Bulgaria,Large highest EEA,0030,Steepener,-7187,,1040251,-0.0069,,,,skala
549300UY81ESCZJ0GR95,CON,2025-06-30,First Investment Bank,Bulgaria,Large highest EEA,0040,Flattener,9822,,1040251,0.0094,,,,skala
549300UY81ESCZJ0GR95,CON,2025-06-30,First Investment Bank,Bulgaria,Large highest EEA,0050,kurze Zinsen hoch,8374,,1040251,0.0080,,,,skala
549300UY81ESCZJ0GR95,CON,2025-06-30,First Investment Bank,Bulgaria,Large highest EEA,0060,kurze Zinsen runter,-10946,,1040251,-0.0105,,,,skala
549300UY81ESCZJ0GR95,CON,2025-12-31,First Investment Bank,Bulgaria,Large highest EEA,0010,Parallelverschiebung hoch,-30150850,15532271,1034667191,-0.0291,0.0150,nein,nein,
549300UY81ESCZJ0GR95,CON,2025-12-31,First Investment Bank,Bulgaria,Large highest EEA,0020,Parallelverschiebung runter,2107579,-44223360,1034667191,0.0020,-0.0427,nein,nein,
549300UY81ESCZJ0GR95,CON,2025-12-31,First Investment Bank,Bulgaria,Large highest EEA,0030,Steepener,61431161,,1034667191,0.0594,,nein,,
549300UY81ESCZJ0GR95,CON,2025-12-31,First Investment Bank,Bulgaria,Large highest EEA,0040,Flattener,-47805016,,1034667191,-0.0462,,nein,,
549300UY81ESCZJ0GR95,CON,2025-12-31,First Investment Bank,Bulgaria,Large highest EEA,0050,kurze Zinsen hoch,-44238699,,1034667191,-0.0428,,nein,,
549300UY81ESCZJ0GR95,CON,2025-12-31,First Investment Bank,Bulgaria,Large highest EEA,0060,kurze Zinsen runter,24488202,,1034667191,0.0237,,nein,,
549300VRM6G42M8OWN49,CON,2025-12-31,Sparebank 1 Østlandet,Norway,Other highest EEA,0010,Parallelverschiebung hoch,1738154,37260385,1930933787,0.0009,0.0193,nein,nein,
549300VRM6G42M8OWN49,CON,2025-12-31,Sparebank 1 Østlandet,Norway,Other highest EEA,0020,Parallelverschiebung runter,-1738154,-35809999,1930933787,-0.0009,-0.0185,nein,nein,
549300VRM6G42M8OWN49,CON,2025-12-31,Sparebank 1 Østlandet,Norway,Other highest EEA,0030,Steepener,-1200991,,1930933787,-0.0006,,nein,,
549300VRM6G42M8OWN49,CON,2025-12-31,Sparebank 1 Østlandet,Norway,Other highest EEA,0040,Flattener,1600188,,1930933787,0.0008,,nein,,
549300VRM6G42M8OWN49,CON,2025-12-31,Sparebank 1 Østlandet,Norway,Other highest EEA,0050,kurze Zinsen hoch,2180529,,1930933787,0.0011,,nein,,
549300VRM6G42M8OWN49,CON,2025-12-31,Sparebank 1 Østlandet,Norway,Other highest EEA,0060,kurze Zinsen runter,-2180529,,1930933787,-0.0011,,nein,,
549300X34UUBDEUL1Z91,CON,2025-06-30,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0010,Parallelverschiebung hoch,-13557374,37351951,496876286,-0.0273,0.0752,nein,nein,
549300X34UUBDEUL1Z91,CON,2025-06-30,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0020,Parallelverschiebung runter,20418921,-40900264,496876286,0.0411,-0.0823,nein,ja,
549300X34UUBDEUL1Z91,CON,2025-06-30,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0030,Steepener,11123022,,496876286,0.0224,,nein,,
549300X34UUBDEUL1Z91,CON,2025-06-30,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0040,Flattener,-12795125,,496876286,-0.0258,,nein,,
549300X34UUBDEUL1Z91,CON,2025-06-30,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0050,kurze Zinsen hoch,-16721897,,496876286,-0.0337,,nein,,
549300X34UUBDEUL1Z91,CON,2025-06-30,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0060,kurze Zinsen runter,18554091,,496876286,0.0373,,nein,,
549300X34UUBDEUL1Z91,CON,2025-12-31,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0010,Parallelverschiebung hoch,-26141954,21550331,523410414,-0.0499,0.0412,nein,nein,
549300X34UUBDEUL1Z91,CON,2025-12-31,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0020,Parallelverschiebung runter,19229226,-42908447,523410414,0.0367,-0.0820,nein,ja,
549300X34UUBDEUL1Z91,CON,2025-12-31,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0030,Steepener,4355404,,523410414,0.0083,,nein,,
549300X34UUBDEUL1Z91,CON,2025-12-31,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0040,Flattener,-11875974,,523410414,-0.0227,,nein,,
549300X34UUBDEUL1Z91,CON,2025-12-31,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0050,kurze Zinsen hoch,-20276366,,523410414,-0.0387,,nein,,
549300X34UUBDEUL1Z91,CON,2025-12-31,HSBC Bank Malta p.l.c.,Malta,Large subsidiaries,0060,kurze Zinsen runter,11092823,,523410414,0.0212,,nein,,
549300XWJHRKLHU2PS28,CON,2025-12-31,ERSTE csoport,Hungary,Large subsidiaries,0010,Parallelverschiebung hoch,16523000,5995600,1380888600,0.0120,0.0043,nein,nein,
549300XWJHRKLHU2PS28,CON,2025-12-31,ERSTE csoport,Hungary,Large subsidiaries,0020,Parallelverschiebung runter,-61703200,-15865200,1380888600,-0.0447,-0.0115,nein,nein,
549300XWJHRKLHU2PS28,CON,2025-12-31,ERSTE csoport,Hungary,Large subsidiaries,0030,Steepener,45848400,,1380888600,0.0332,,nein,,
549300XWJHRKLHU2PS28,CON,2025-12-31,ERSTE csoport,Hungary,Large subsidiaries,0040,Flattener,-90056200,,1380888600,-0.0652,,nein,,
549300XWJHRKLHU2PS28,CON,2025-12-31,ERSTE csoport,Hungary,Large subsidiaries,0050,kurze Zinsen hoch,-67753400,,1380888600,-0.0491,,nein,,
549300XWJHRKLHU2PS28,CON,2025-12-31,ERSTE csoport,Hungary,Large subsidiaries,0060,kurze Zinsen runter,31376800,,1380888600,0.0227,,nein,,
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Large subsidiaries,0010,Parallelverschiebung hoch,-88612380,27262005,2047342347,-0.0433,0.0133,nein,nein,
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Large subsidiaries,0020,Parallelverschiebung runter,114020,-73545903,2047342347,0.0001,-0.0359,nein,nein,
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Large subsidiaries,0030,Steepener,-89765873,,2047342347,-0.0438,,nein,,
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Large subsidiaries,0040,Flattener,43173661,,2047342347,0.0211,,nein,,
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Large subsidiaries,0050,kurze Zinsen hoch,-100002099,,2047342347,-0.0488,,nein,,
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Large subsidiaries,0060,kurze Zinsen runter,28711029,,2047342347,0.0140,,nein,,
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Other highest EEA,0010,Parallelverschiebung hoch,-2430055,20698970,591514691,-0.0041,0.0350,nein,nein,
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Other highest EEA,0020,Parallelverschiebung runter,-1516000,-27334885,591514691,-0.0026,-0.0462,nein,nein,
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Other highest EEA,0030,Steepener,-2603558,,591514691,-0.0044,,nein,,
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Other highest EEA,0040,Flattener,1667657,,591514691,0.0028,,nein,,
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Other highest EEA,0050,kurze Zinsen hoch,458913,,591514691,0.0008,,nein,,
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Other highest EEA,0060,kurze Zinsen runter,-4039477,,591514691,-0.0068,,nein,,
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,0010,Parallelverschiebung hoch,-244509405,22518248,2360487452,-0.1036,0.0095,nein,nein,
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,0020,Parallelverschiebung runter,124633288,-88341786,2360487452,0.0528,-0.0374,nein,nein,
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,0030,Steepener,12652470,,2360487452,0.0054,,nein,,
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,0040,Flattener,-67346410,,2360487452,-0.0285,,nein,,
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,0050,kurze Zinsen hoch,-136517702,,2360487452,-0.0578,,nein,,
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,0060,kurze Zinsen runter,68167430,,2360487452,0.0289,,nein,,
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,Large highest EEA,0010,Parallelverschiebung hoch,171695294,263252509,25665924291,0.0067,0.0103,nein,nein,
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,Large highest EEA,0020,Parallelverschiebung runter,-1047280199,-818328942,25665924291,-0.0408,-0.0319,nein,nein,
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,Large highest EEA,0030,Steepener,147412836,,25665924291,0.0057,,nein,,
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,Large highest EEA,0040,Flattener,-339435738,,25665924291,-0.0132,,nein,,
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,Large highest EEA,0050,kurze Zinsen hoch,-186427077,,25665924291,-0.0073,,nein,,
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,Large highest EEA,0060,kurze Zinsen runter,-197435981,,25665924291,-0.0077,,nein,,
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Other highest EEA,0010,Parallelverschiebung hoch,-796235,3579323,351558491,-0.0023,0.0102,nein,nein,
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Other highest EEA,0020,Parallelverschiebung runter,606941,-14306275,351558491,0.0017,-0.0407,nein,nein,
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Other highest EEA,0030,Steepener,1452528,,351558491,0.0041,,nein,,
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Other highest EEA,0040,Flattener,-1727859,,351558491,-0.0049,,nein,,
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Other highest EEA,0050,kurze Zinsen hoch,-1883314,,351558491,-0.0054,,nein,,
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Other highest EEA,0060,kurze Zinsen runter,1712703,,351558491,0.0049,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,"National Bank of Greece, S.A.",Greece,Large highest EEA,0010,Parallelverschiebung hoch,-428000000,224000000,7207000000,-0.0594,0.0311,nein,nein,
5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,"National Bank of Greece, S.A.",Greece,Large highest EEA,0020,Parallelverschiebung runter,426000000,-244000000,7207000000,0.0591,-0.0339,nein,nein,
5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,"National Bank of Greece, S.A.",Greece,Large highest EEA,0030,Steepener,-350000000,,7207000000,-0.0486,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,"National Bank of Greece, S.A.",Greece,Large highest EEA,0040,Flattener,266000000,,7207000000,0.0369,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,"National Bank of Greece, S.A.",Greece,Large highest EEA,0050,kurze Zinsen hoch,138000000,,7207000000,0.0191,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,"National Bank of Greece, S.A.",Greece,Large highest EEA,0060,kurze Zinsen runter,-17000000,,7207000000,-0.0024,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Large highest EEA,0010,Parallelverschiebung hoch,-711000000,92000000,7333000000,-0.0970,0.0125,nein,nein,
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Large highest EEA,0020,Parallelverschiebung runter,361000000,-222000000,7333000000,0.0492,-0.0303,nein,nein,
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Large highest EEA,0030,Steepener,-426000000,,7333000000,-0.0581,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Large highest EEA,0040,Flattener,147000000,,7333000000,0.0200,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Large highest EEA,0050,kurze Zinsen hoch,36000000,,7333000000,0.0049,,nein,,
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Large highest EEA,0060,kurze Zinsen runter,-114000000,,7333000000,-0.0155,,nein,,
635400AKJBGNS5WNQL34,CON,2025-06-30,AIB Group plc,Ireland,Large highest EEA,0010,Parallelverschiebung hoch,-1275540579,717339301,10639406934,-0.1199,0.0674,nein,nein,
635400AKJBGNS5WNQL34,CON,2025-06-30,AIB Group plc,Ireland,Large highest EEA,0020,Parallelverschiebung runter,436753791,-645227293,10639406934,0.0411,-0.0606,nein,ja,
635400AKJBGNS5WNQL34,CON,2025-06-30,AIB Group plc,Ireland,Large highest EEA,0030,Steepener,-42618763,,10639406934,-0.0040,,nein,,
635400AKJBGNS5WNQL34,CON,2025-06-30,AIB Group plc,Ireland,Large highest EEA,0040,Flattener,-194463283,,10639406934,-0.0183,,nein,,
635400AKJBGNS5WNQL34,CON,2025-06-30,AIB Group plc,Ireland,Large highest EEA,0050,kurze Zinsen hoch,-577321245,,10639406934,-0.0543,,nein,,
635400AKJBGNS5WNQL34,CON,2025-06-30,AIB Group plc,Ireland,Large highest EEA,0060,kurze Zinsen runter,213530929,,10639406934,0.0201,,nein,,
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Large highest EEA,0010,Parallelverschiebung hoch,-1290121346,411163658,10252830459,-0.1258,0.0401,nein,nein,
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Large highest EEA,0020,Parallelverschiebung runter,695687070,-767979082,10252830459,0.0679,-0.0749,nein,ja,
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Large highest EEA,0030,Steepener,-61403986,,10252830459,-0.0060,,nein,,
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Large highest EEA,0040,Flattener,-195307182,,10252830459,-0.0190,,nein,,
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Large highest EEA,0050,kurze Zinsen hoch,-574704588,,10252830459,-0.0561,,nein,,
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Large highest EEA,0060,kurze Zinsen runter,301401664,,10252830459,0.0294,,nein,,
635400C8EK6DRI12LJ39,CON,2025-06-30,Bank of Ireland Group plc,Ireland,Large highest EEA,0010,Parallelverschiebung hoch,-702216062,261453877,9469193352,-0.0742,0.0276,nein,nein,
635400C8EK6DRI12LJ39,CON,2025-06-30,Bank of Ireland Group plc,Ireland,Large highest EEA,0020,Parallelverschiebung runter,395236893,-553359664,9469193352,0.0417,-0.0584,nein,ja,
635400C8EK6DRI12LJ39,CON,2025-06-30,Bank of Ireland Group plc,Ireland,Large highest EEA,0030,Steepener,-20108601,,9469193352,-0.0021,,nein,,
635400C8EK6DRI12LJ39,CON,2025-06-30,Bank of Ireland Group plc,Ireland,Large highest EEA,0040,Flattener,-101482138,,9469193352,-0.0107,,nein,,
635400C8EK6DRI12LJ39,CON,2025-06-30,Bank of Ireland Group plc,Ireland,Large highest EEA,0050,kurze Zinsen hoch,-313834949,,9469193352,-0.0331,,nein,,
635400C8EK6DRI12LJ39,CON,2025-06-30,Bank of Ireland Group plc,Ireland,Large highest EEA,0060,kurze Zinsen runter,163924505,,9469193352,0.0173,,nein,,
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Large highest EEA,0010,Parallelverschiebung hoch,-629246031,272358284,9639112737,-0.0653,0.0283,nein,nein,
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Large highest EEA,0020,Parallelverschiebung runter,353858468,-556472858,9639112737,0.0367,-0.0577,nein,ja,
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Large highest EEA,0030,Steepener,-18825588,,9639112737,-0.0020,,nein,,
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Large highest EEA,0040,Flattener,-89949240,,9639112737,-0.0093,,nein,,
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Large highest EEA,0050,kurze Zinsen hoch,-279849419,,9639112737,-0.0290,,nein,,
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Large highest EEA,0060,kurze Zinsen runter,146173525,,9639112737,0.0152,,nein,,
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Large highest EEA,0010,Parallelverschiebung hoch,-35056,-6637,598157,-0.0586,-0.0111,,,skala
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Large highest EEA,0020,Parallelverschiebung runter,18247,1619,598157,0.0305,0.0027,,,skala
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Large highest EEA,0030,Steepener,9272,,598157,0.0155,,,,skala
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Large highest EEA,0040,Flattener,-25186,,598157,-0.0421,,,,skala
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Large highest EEA,0050,kurze Zinsen hoch,-36217,,598157,-0.0605,,,,skala
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Large highest EEA,0060,kurze Zinsen runter,19262,,598157,0.0322,,,,skala
635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0010,Parallelverschiebung hoch,-174584621,145129895,2344497907,-0.0745,0.0619,nein,nein,
635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0020,Parallelverschiebung runter,82045916,-149193688,2344497907,0.0350,-0.0636,nein,ja,
635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0030,Steepener,65671096,,2344497907,0.0280,,nein,,
635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0040,Flattener,-159447175,,2344497907,-0.0680,,nein,,
635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0050,kurze Zinsen hoch,-198165905,,2344497907,-0.0845,,nein,,
635400L14KNHZXPUZM19,CON,2025-06-30,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0060,kurze Zinsen runter,105475227,,2344497907,0.0450,,nein,,
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0010,Parallelverschiebung hoch,-122712297,64306625,2405084049,-0.0510,0.0267,nein,nein,
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0020,Parallelverschiebung runter,38386562,-133691946,2405084049,0.0160,-0.0556,nein,ja,
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0030,Steepener,107754377,,2405084049,0.0448,,nein,,
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0040,Flattener,-235387188,,2405084049,-0.0979,,nein,,
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0050,kurze Zinsen hoch,-250452410,,2405084049,-0.1041,,nein,,
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,0060,kurze Zinsen runter,133746824,,2405084049,0.0556,,nein,,
