kri,kri_name,refPeriod,country_iso,country,eba_wert,unser_wert,differenz_pp,n_institute,n_ausgeschlossen_gruppe,n_ausgeschlossen_skala
SVC_2,Total capital ratio,2025-12-31,IT,Italy,0.199297,0.196841,-0.246,30,1,0
SVC_2,Total capital ratio,2025-12-31,LI,Liechtenstein,0.199499,0.192854,-0.664,4,0,0
SVC_2,Total capital ratio,2025-12-31,LT,Lithuania,0.248628,0.297492,4.886,1,0,1
SVC_2,Total capital ratio,2025-12-31,LU,Luxembourg,0.243783,0.190556,-5.323,6,1,0
SVC_2,Total capital ratio,2025-12-31,LV,Latvia,0.238606,0.219952,-1.865,3,1,0
SVC_2,Total capital ratio,2025-12-31,MT,Malta,0.280992,0.256844,-2.415,5,0,0
SVC_2,Total capital ratio,2025-12-31,NL,Netherlands,0.213909,0.214821,0.091,18,3,0
SVC_2,Total capital ratio,2025-12-31,NO,Norway,0.221656,0.22376,0.21,6,0,0
SVC_2,Total capital ratio,2025-12-31,PL,Poland,0.175555,0.170121,-0.543,7,5,0
SVC_2,Total capital ratio,2025-12-31,PT,Portugal,0.207736,0.203854,-0.388,7,1,0
SVC_2,Total capital ratio,2025-12-31,RO,Romania,0.251177,0.227897,-2.328,1,3,0
SVC_2,Total capital ratio,2025-12-31,SE,Sweden,0.220409,0.218221,-0.219,12,0,0
SVC_2,Total capital ratio,2025-12-31,SI,Slovenia,0.197578,0.22979,3.221,1,1,0
SVC_2,Total capital ratio,2025-12-31,SK,Slovakia,0.206694,0.219202,1.251,2,2,0
SVC_2,Total capital ratio,2026-03-31,AT,Austria,0.207825,0.20538,-0.244,1,0,0
SVC_2,Total capital ratio,2026-03-31,BE,Belgium,0.215314,0.191176,-2.414,2,2,0
SVC_2,Total capital ratio,2026-03-31,BG,Bulgaria,0.229763,0.214437,-1.533,1,0,0
SVC_2,Total capital ratio,2026-03-31,DE,Germany,0.218136,0.201192,-1.694,11,1,0
SVC_2,Total capital ratio,2026-03-31,DK,Denmark,0.214985,0.21498,-0.001,4,0,0
SVC_2,Total capital ratio,2026-03-31,EE,Estonia,0.251706,0.18808,-6.363,1,0,0
SVC_2,Total capital ratio,2026-03-31,ES,Spain,0.180144,0.180027,-0.012,9,0,0
SVC_2,Total capital ratio,2026-03-31,FI,Finland,0.215061,0.209862,-0.52,2,0,0
SVC_2,Total capital ratio,2026-03-31,FR,France,0.195547,0.18157,-1.398,10,2,0
SVC_2,Total capital ratio,2026-03-31,GR,Greece,0.200558,0.218808,1.825,1,0,0
SVC_2,Total capital ratio,2026-03-31,HU,Hungary,0.193384,0.194188,0.08,2,0,0
SVC_2,Total capital ratio,2026-03-31,IE,Ireland,0.216745,0.214281,-0.246,4,0,0
SVC_2,Total capital ratio,2026-03-31,IS,Iceland,0.23231,0.221528,-1.078,2,0,0
SVC_2,Total capital ratio,2026-03-31,IT,Italy,0.198044,0.194392,-0.365,7,0,0
SVC_2,Total capital ratio,2026-03-31,LT,Lithuania,0.255761,0.228289,-2.747,1,0,0
SVC_2,Total capital ratio,2026-03-31,LU,Luxembourg,0.253598,0.200141,-5.346,1,0,0
SVC_2,Total capital ratio,2026-03-31,LV,Latvia,0.231294,0.220303,-1.099,1,0,0
SVC_2,Total capital ratio,2026-03-31,NL,Netherlands,0.209421,0.202971,-0.645,3,0,0
SVC_2,Total capital ratio,2026-03-31,NO,Norway,0.22266,0.224058,0.14,2,0,0
SVC_2,Total capital ratio,2026-03-31,PL,Poland,0.175507,0.168994,-0.651,2,4,0
SVC_2,Total capital ratio,2026-03-31,PT,Portugal,0.209518,0.188088,-2.143,1,0,0
SVC_2,Total capital ratio,2026-03-31,SE,Sweden,0.216445,0.216,-0.044,6,0,0
SVC_2,Total capital ratio,2026-03-31,SI,Slovenia,0.192253,0.193577,0.132,1,0,0
SVC_2,Total capital ratio,2026-03-31,SK,Slovakia,0.204251,0.210886,0.664,1,2,0
SVC_3,CET 1 capital ratio,2025-06-30,AT,Austria,0.177225,0.182859,0.563,8,1,0
SVC_3,CET 1 capital ratio,2025-06-30,BE,Belgium,0.170701,0.241005,7.03,4,3,0
SVC_3,CET 1 capital ratio,2025-06-30,CY,Cyprus,0.265711,0.167306,-9.841,1,0,0
SVC_3,CET 1 capital ratio,2025-06-30,DE,Germany,0.173047,0.164671,-0.838,13,2,1
SVC_3,CET 1 capital ratio,2025-06-30,DK,Denmark,0.178699,0.181603,0.29,2,0,0
SVC_3,CET 1 capital ratio,2025-06-30,EE,Estonia,0.214807,0.135309,-7.95,2,1,0
SVC_3,CET 1 capital ratio,2025-06-30,ES,Spain,0.131818,0.131512,-0.031,10,0,0
SVC_3,CET 1 capital ratio,2025-06-30,FI,Finland,0.175312,0.177125,0.181,5,0,0
SVC_3,CET 1 capital ratio,2025-06-30,FR,France,0.160079,0.152885,-0.719,15,3,0
SVC_3,CET 1 capital ratio,2025-06-30,GR,Greece,0.160908,0.15056,-1.035,2,0,1
SVC_3,CET 1 capital ratio,2025-06-30,HR,Croatia,0.195784,0.19198,-0.38,2,2,0
SVC_3,CET 1 capital ratio,2025-06-30,HU,Hungary,0.18026,0.18026,0.0,3,1,0
SVC_3,CET 1 capital ratio,2025-06-30,IE,Ireland,0.184926,0.172258,-1.267,4,0,0
SVC_3,CET 1 capital ratio,2025-06-30,IT,Italy,0.161772,0.161112,-0.066,15,3,0
SVC_3,CET 1 capital ratio,2025-06-30,LI,Liechtenstein,0.192474,0.184771,-0.77,2,0,0
SVC_3,CET 1 capital ratio,2025-06-30,LU,Luxembourg,0.235489,0.185876,-4.961,3,0,0
SVC_3,CET 1 capital ratio,2025-06-30,LV,Latvia,0.23712,0.202756,-3.436,1,2,0
SVC_3,CET 1 capital ratio,2025-06-30,MT,Malta,0.21559,0.224604,0.901,3,0,0
SVC_3,CET 1 capital ratio,2025-06-30,NL,Netherlands,0.163956,0.140543,-2.341,5,1,0
SVC_3,CET 1 capital ratio,2025-06-30,NO,Norway,0.184221,0.182721,-0.15,4,0,0
SVC_3,CET 1 capital ratio,2025-06-30,PL,Poland,0.163532,0.161231,-0.23,4,4,0
SVC_3,CET 1 capital ratio,2025-06-30,PT,Portugal,0.175874,0.163877,-1.2,3,0,0
SVC_3,CET 1 capital ratio,2025-06-30,SE,Sweden,0.187108,0.172796,-1.431,8,0,0
SVC_3,CET 1 capital ratio,2025-06-30,SK,Slovakia,0.16901,0.179979,1.097,1,2,0
SVC_3,CET 1 capital ratio,2025-09-30,AT,Austria,0.175017,0.178303,0.329,3,1,0
SVC_3,CET 1 capital ratio,2025-09-30,BE,Belgium,0.173909,0.24491,7.1,3,2,0
SVC_3,CET 1 capital ratio,2025-09-30,CY,Cyprus,0.264213,0.164514,-9.97,1,0,0
SVC_3,CET 1 capital ratio,2025-09-30,DE,Germany,0.174025,0.162537,-1.149,8,2,1
SVC_3,CET 1 capital ratio,2025-09-30,DK,Denmark,0.179184,0.182262,0.308,2,0,0
SVC_3,CET 1 capital ratio,2025-09-30,EE,Estonia,0.209529,0.145732,-6.38,1,0,0
SVC_3,CET 1 capital ratio,2025-09-30,ES,Spain,0.132813,0.132324,-0.049,8,0,0
SVC_3,CET 1 capital ratio,2025-09-30,FI,Finland,0.180024,0.174562,-0.546,2,0,0
SVC_3,CET 1 capital ratio,2025-09-30,FR,France,0.159813,0.138835,-2.098,6,2,0
SVC_3,CET 1 capital ratio,2025-09-30,GR,Greece,0.16085,0.151535,-0.932,2,0,0
SVC_3,CET 1 capital ratio,2025-09-30,HR,Croatia,0.197054,0.165259,-3.18,1,2,0
SVC_3,CET 1 capital ratio,2025-09-30,HU,Hungary,0.185065,0.18501,-0.005,3,0,0
SVC_3,CET 1 capital ratio,2025-09-30,IE,Ireland,0.1805,0.169754,-1.075,5,0,0
SVC_3,CET 1 capital ratio,2025-09-30,IT,Italy,0.158368,0.157343,-0.103,13,1,0
SVC_3,CET 1 capital ratio,2025-09-30,LU,Luxembourg,0.23252,0.183845,-4.868,2,0,0
SVC_3,CET 1 capital ratio,2025-09-30,LV,Latvia,0.229176,0.20193,-2.725,1,0,0
SVC_3,CET 1 capital ratio,2025-09-30,MT,Malta,0.218128,0.217045,-0.108,2,0,0
SVC_3,CET 1 capital ratio,2025-09-30,NL,Netherlands,0.164024,0.137668,-2.636,3,0,0
SVC_3,CET 1 capital ratio,2025-09-30,NO,Norway,0.180037,0.170373,-0.966,1,0,0
SVC_3,CET 1 capital ratio,2025-09-30,PL,Poland,0.163535,0.160148,-0.339,2,4,0
SVC_3,CET 1 capital ratio,2025-09-30,PT,Portugal,0.173981,0.158766,-1.522,2,0,0
SVC_3,CET 1 capital ratio,2025-09-30,RO,Romania,0.191444,0.177514,-1.393,1,1,0
SVC_3,CET 1 capital ratio,2025-09-30,SE,Sweden,0.188591,0.187149,-0.144,6,0,0
SVC_3,CET 1 capital ratio,2025-09-30,SI,Slovenia,0.160929,0.146531,-1.44,1,0,0
SVC_3,CET 1 capital ratio,2025-09-30,SK,Slovakia,0.169184,0.18207,1.289,1,2,0
SVC_3,CET 1 capital ratio,2025-12-31,AT,Austria,0.188664,0.184807,-0.386,14,1,0
SVC_3,CET 1 capital ratio,2025-12-31,BE,Belgium,0.174515,0.235489,6.097,4,2,0
SVC_3,CET 1 capital ratio,2025-12-31,BG,Bulgaria,0.210701,0.188159,-2.254,3,1,0
SVC_3,CET 1 capital ratio,2025-12-31,CY,Cyprus,0.268278,0.3088,4.052,2,1,0
SVC_3,CET 1 capital ratio,2025-12-31,DE,Germany,0.175158,0.161552,-1.361,23,3,0
SVC_3,CET 1 capital ratio,2025-12-31,DK,Denmark,0.171044,0.177554,0.651,12,0,0
SVC_3,CET 1 capital ratio,2025-12-31,EE,Estonia,0.21604,0.172054,-4.399,5,1,0
SVC_3,CET 1 capital ratio,2025-12-31,ES,Spain,0.132855,0.135204,0.235,16,1,0
SVC_3,CET 1 capital ratio,2025-12-31,FI,Finland,0.181329,0.182726,0.14,8,0,0
SVC_3,CET 1 capital ratio,2025-12-31,FR,France,0.161711,0.152941,-0.877,15,3,1
SVC_3,CET 1 capital ratio,2025-12-31,GR,Greece,0.155475,0.162469,0.699,3,0,0
SVC_3,CET 1 capital ratio,2025-12-31,HR,Croatia,0.19347,0.189583,-0.389,2,3,0
SVC_3,CET 1 capital ratio,2025-12-31,HU,Hungary,0.185157,0.185107,-0.005,3,3,0
SVC_3,CET 1 capital ratio,2025-12-31,IE,Ireland,0.186262,0.16995,-1.631,4,0,0
SVC_3,CET 1 capital ratio,2025-12-31,IS,Iceland,0.20039,0.206676,0.629,3,0,0
SVC_3,CET 1 capital ratio,2025-12-31,IT,Italy,0.158512,0.156711,-0.18,30,1,0
SVC_3,CET 1 capital ratio,2025-12-31,LI,Liechtenstein,0.199499,0.192279,-0.722,4,0,0
SVC_3,CET 1 capital ratio,2025-12-31,LT,Lithuania,0.216602,0.231589,1.499,1,0,1
SVC_3,CET 1 capital ratio,2025-12-31,LU,Luxembourg,0.237569,0.152187,-8.538,6,1,0
SVC_3,CET 1 capital ratio,2025-12-31,LV,Latvia,0.219455,0.188426,-3.103,3,1,0
SVC_3,CET 1 capital ratio,2025-12-31,MT,Malta,0.215895,0.232085,1.619,5,0,0
SVC_3,CET 1 capital ratio,2025-12-31,NL,Netherlands,0.166023,0.170094,0.407,18,3,0
SVC_3,CET 1 capital ratio,2025-12-31,NO,Norway,0.177513,0.179012,0.15,6,0,0
SVC_3,CET 1 capital ratio,2025-12-31,PL,Poland,0.162918,0.155302,-0.762,7,5,0
SVC_3,CET 1 capital ratio,2025-12-31,PT,Portugal,0.176969,0.181016,0.405,7,1,0
SVC_3,CET 1 capital ratio,2025-12-31,RO,Romania,0.205404,0.182876,-2.253,1,3,0
SVC_3,CET 1 capital ratio,2025-12-31,SE,Sweden,0.179362,0.176265,-0.31,12,0,0
SVC_3,CET 1 capital ratio,2025-12-31,SI,Slovenia,0.166434,0.21418,4.775,1,1,0
SVC_3,CET 1 capital ratio,2025-12-31,SK,Slovakia,0.175022,0.201401,2.638,2,2,0
SVC_3,CET 1 capital ratio,2026-03-31,AT,Austria,0.164722,0.189486,2.476,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,BE,Belgium,0.174694,0.150511,-2.418,2,2,0
SVC_3,CET 1 capital ratio,2026-03-31,BG,Bulgaria,0.210629,0.186495,-2.413,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,DE,Germany,0.16942,0.159661,-0.976,11,1,0
SVC_3,CET 1 capital ratio,2026-03-31,DK,Denmark,0.173094,0.17309,-0.0,4,0,0
SVC_3,CET 1 capital ratio,2026-03-31,EE,Estonia,0.223106,0.141816,-8.129,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,ES,Spain,0.136669,0.136632,-0.004,9,0,0
SVC_3,CET 1 capital ratio,2026-03-31,FI,Finland,0.179839,0.174361,-0.548,2,0,0
SVC_3,CET 1 capital ratio,2026-03-31,FR,France,0.158793,0.142644,-1.615,10,2,0
SVC_3,CET 1 capital ratio,2026-03-31,GR,Greece,0.152246,0.181582,2.934,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,HU,Hungary,0.177289,0.176774,-0.051,2,0,0
SVC_3,CET 1 capital ratio,2026-03-31,IE,Ireland,0.183066,0.161638,-2.143,4,0,0
SVC_3,CET 1 capital ratio,2026-03-31,IS,Iceland,0.190083,0.182907,-0.718,2,0,0
SVC_3,CET 1 capital ratio,2026-03-31,IT,Italy,0.155599,0.149459,-0.614,7,0,0
SVC_3,CET 1 capital ratio,2026-03-31,LT,Lithuania,0.220261,0.182521,-3.774,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,LU,Luxembourg,0.247679,0.143263,-10.442,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,LV,Latvia,0.211685,0.180206,-3.148,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,NL,Netherlands,0.163812,0.15721,-0.66,3,0,0
SVC_3,CET 1 capital ratio,2026-03-31,NO,Norway,0.179087,0.180317,0.123,2,0,0
SVC_3,CET 1 capital ratio,2026-03-31,PL,Poland,0.160559,0.150597,-0.996,2,4,0
SVC_3,CET 1 capital ratio,2026-03-31,PT,Portugal,0.178211,0.158251,-1.996,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,SE,Sweden,0.17693,0.175177,-0.175,6,0,0
SVC_3,CET 1 capital ratio,2026-03-31,SI,Slovenia,0.162179,0.148236,-1.394,1,0,0
SVC_3,CET 1 capital ratio,2026-03-31,SK,Slovakia,0.173888,0.196431,2.254,1,2,0
