lei,scope,refPeriod,bank_name,country,institution_type,klasse_code,cell_row,pd_band_von,pd_band_bis,ebene,pd_einheit,pd_pct,pd_im_band,lgd_pct,exposure_eur,rwea_eur,risikogewicht,wesentlich,dichte_gemeldet,dichte_stimmt
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0010,0.0,0.15,grob,bruch,0.0815,ja,39.811,8406970661.0,1912061677.23,0.227438,ja,0.227438,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0020,0.0,0.1,fein,bruch,0.0663,ja,39.726,6234011687.43,1262802477.79,0.202567,ja,0.202567,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0030,0.1,0.15,fein,bruch,0.125,ja,40.0548,2172958973.57,649259199.45,0.29879,ja,0.29879,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0040,0.15,0.25,beide,bruch,0.187,ja,40.6542,1427458320.15,564839844.33,0.395696,ja,0.395696,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0050,0.25,0.5,beide,bruch,0.3332,ja,38.168,1164299629.5,564824815.33,0.48512,ja,0.48512,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0060,0.5,0.75,beide,bruch,0.622,ja,38.2978,305656460.36,199197646.86,0.651704,ja,0.651704,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0070,0.75,2.5,grob,bruch,1.0947,ja,42.9192,113910970.19,118909293.98,1.043879,ja,1.043879,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0080,0.75,1.75,fein,bruch,0.9597,ja,43.3308,99835216.46,104434612.79,1.04607,ja,1.04607,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0090,1.75,2.5,fein,bruch,2.0523,ja,40.0,14075753.73,14474681.19,1.028341,ja,1.028341,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0100,2.5,10.0,grob,bruch,3.1704,ja,40.0,910570.25,1055749.75,1.159438,nein,1.159438,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0110,2.5,5.0,fein,bruch,3.1704,ja,40.0,910570.25,1055749.75,1.159438,nein,1.159438,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0130,10.0,100.0,grob,bruch,16.8942,ja,41.272,128660282.36,239423739.12,1.860899,ja,1.860899,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0150,20.0,30.0,fein,bruch,16.8942,nein,41.272,128660282.36,239423739.12,1.860899,ja,1.860899,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0170,100.0,100.0,beide,bruch,100.0,ja,40.0,90706123.31,,,ja,,
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0180,,,summe,bruch,1.1086,,39.7584,11638573017.12,3600312766.61,0.309343,ja,0.309343,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0010,0.0,0.15,grob,bruch,0.1016,ja,31.054,2786248422.44,490682297.94,0.176109,ja,0.176109,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0020,0.0,0.1,fein,bruch,0.076,ja,33.9252,1245912644.14,202246840.91,0.162328,ja,0.162328,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0030,0.1,0.15,fein,bruch,0.1224,ja,28.7316,1540335778.3,288435457.03,0.187255,ja,0.187255,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0040,0.15,0.25,beide,bruch,0.193,ja,30.0946,1280888191.15,297658566.29,0.232385,ja,0.232385,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0050,0.25,0.5,beide,bruch,0.3387,ja,27.1949,1570591843.01,459459365.52,0.292539,ja,0.292539,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0060,0.5,0.75,beide,bruch,0.6392,ja,26.2209,824440184.4,310079571.5,0.376109,ja,0.376109,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0070,0.75,2.5,grob,bruch,1.2001,ja,28.3642,785838337.04,436963307.19,0.556047,ja,0.556047,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0080,0.75,1.75,fein,bruch,1.2001,ja,28.3642,785838337.04,436963307.19,0.556047,ja,0.556047,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0100,2.5,10.0,grob,bruch,5.2262,ja,27.0067,1193301995.6,917271761.73,0.768684,ja,0.768684,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0110,2.5,5.0,fein,bruch,3.8551,ja,26.425,696133264.67,465708183.38,0.668993,ja,0.668993,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0120,5.0,10.0,fein,bruch,7.1459,ja,27.8211,497168730.93,451563578.35,0.90827,ja,0.90827,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0130,10.0,100.0,grob,bruch,20.9957,ja,31.942,613179915.47,798978490.19,1.303008,ja,1.303008,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0140,10.0,20.0,fein,bruch,11.5541,ja,30.8523,380462504.46,459479238.07,1.207686,ja,1.207686,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0150,20.0,30.0,fein,bruch,22.16,ja,24.1012,91872121.83,113635987.91,1.236893,ja,1.236893,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0160,30.0,100.0,fein,bruch,45.7409,ja,40.0,140845289.17,225863264.21,1.603627,ja,1.603627,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0170,100.0,100.0,beide,bruch,100.0,ja,30.4625,947105752.02,,,ja,,
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0180,,,summe,bruch,11.6335,,29.2309,10001594641.14,3711093360.37,0.37105,ja,0.37105,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0010,0.0,0.15,grob,bruch,0.0526,ja,23.9337,5622688153.66,804586727.59,0.143096,ja,0.143096,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0020,0.0,0.1,fein,bruch,0.0521,ja,24.0086,5589506741.71,801719829.33,0.143433,ja,0.143433,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0030,0.1,0.15,fein,bruch,0.1284,ja,11.3156,33181411.95,2866898.26,0.086401,ja,0.086401,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0040,0.15,0.25,beide,bruch,0.1873,ja,45.0,1047173.63,443433.79,0.423458,nein,0.423458,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0050,0.25,0.5,beide,bruch,0.4335,ja,11.25,21913589.39,3569938.93,0.16291,ja,0.16291,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0130,10.0,100.0,grob,bruch,20.0,ja,20.4709,69735098.82,79657590.25,1.142288,ja,1.142288,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0150,20.0,30.0,fein,bruch,20.0,ja,20.4709,69735098.82,79657590.25,1.142288,ja,1.142288,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0180,,,summe,bruch,0.2975,,23.8467,5715384015.5,888257690.56,0.155415,ja,0.155415,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0010,0.0,0.15,grob,bruch,0.0192,ja,45.0,60866467.36,7739618.42,0.127157,ja,0.127157,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0020,0.0,0.1,fein,bruch,0.0192,ja,45.0,60866467.36,7739618.42,0.127157,ja,0.127157,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0100,2.5,10.0,grob,bruch,10.0,,40.0,0.0,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0120,5.0,10.0,fein,bruch,10.0,,40.0,0.0,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0180,,,summe,bruch,0.0192,,45.0,60866467.36,7739618.42,0.127157,ja,0.127157,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2074,0010,0.0,0.15,grob,bruch,0.0514,ja,45.0,207548722.98,50362195.06,0.242652,ja,0.242652,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2074,0020,0.0,0.1,fein,bruch,0.0513,ja,45.0,207409074.34,50316144.29,0.242594,ja,0.242594,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2074,0030,0.1,0.15,fein,bruch,0.1201,ja,45.0,139648.64,46050.77,0.329762,nein,0.329762,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2074,0180,,,summe,bruch,0.0514,,45.0,207548722.98,50362195.06,0.242652,ja,0.242652,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2076,0010,0.0,0.15,grob,bruch,0.0572,ja,40.0,237251377.97,44438042.47,0.187304,ja,0.187304,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2076,0020,0.0,0.1,fein,bruch,0.0515,ja,40.0,217979420.27,38742279.17,0.177734,ja,0.177734,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2076,0030,0.1,0.15,fein,bruch,0.1219,ja,40.0,19271957.7,5695763.3,0.295547,ja,0.295547,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2076,0050,0.25,0.5,beide,bruch,0.4552,ja,40.0,5389226.14,3193862.29,0.592638,nein,0.592638,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2076,0060,0.5,0.75,beide,bruch,0.6432,ja,40.0,1797224.52,1241652.42,0.690872,nein,0.690872,ja
0W2PZJM8XOY22M4GG883,CON,2025-06-30,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2076,0180,,,summe,bruch,0.0703,,40.0,244437828.63,48873557.18,0.199943,ja,0.199943,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0010,0.0,0.15,grob,bruch,0.0816,ja,39.7733,8301017190.27,1899114825.01,0.228781,ja,0.228781,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0020,0.0,0.1,fein,bruch,0.066,ja,39.6696,6037179596.13,1223933876.66,0.202733,ja,0.202733,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0030,0.1,0.15,fein,bruch,0.1232,ja,40.0497,2263837594.14,675180948.35,0.298246,ja,0.298246,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0040,0.15,0.25,beide,bruch,0.1855,ja,39.7846,1301342477.7,496615231.05,0.381618,ja,0.381618,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0050,0.25,0.5,beide,bruch,0.322,ja,37.8242,1070826267.57,506832133.67,0.473309,ja,0.473309,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0060,0.5,0.75,beide,bruch,0.6255,ja,40.0,97209077.62,66368332.23,0.682738,ja,0.682738,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0070,0.75,2.5,grob,bruch,0.9576,ja,39.2223,178428064.32,158002801.51,0.885527,ja,0.885527,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0080,0.75,1.75,fein,bruch,0.9576,ja,39.2223,178428064.32,158002801.51,0.885527,ja,0.885527,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0100,2.5,10.0,grob,bruch,3.1526,ja,40.0,868986.65,1005944.8,1.157607,nein,1.157607,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0110,2.5,5.0,fein,bruch,3.1526,ja,40.0,868986.65,1005944.8,1.157607,nein,1.157607,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0120,5.0,10.0,fein,bruch,7.3867,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0130,10.0,100.0,grob,bruch,14.9037,ja,42.1169,85509786.94,147938624.88,1.730078,ja,1.730078,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0150,20.0,30.0,fein,bruch,14.9037,nein,42.1169,85509786.94,147938624.88,1.730078,ja,1.730078,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0170,100.0,100.0,beide,bruch,100.0,ja,40.0,12826023.18,,,ja,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2012,0180,,,summe,bruch,,,,11048027874.25,3275877893.16,0.296512,ja,0.296512,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0010,0.0,0.15,grob,bruch,0.1072,ja,28.2753,2593969698.8,410193783.09,0.158134,ja,0.158134,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0020,0.0,0.1,fein,bruch,0.0737,ja,32.8818,1014883093.08,152595987.64,0.150358,ja,0.150358,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0030,0.1,0.15,fein,bruch,0.1288,ja,25.3147,1579086605.72,257597795.45,0.163131,ja,0.163131,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0040,0.15,0.25,beide,bruch,0.1855,ja,29.2746,996414238.81,214567546.15,0.21534,ja,0.21534,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0050,0.25,0.5,beide,bruch,0.3507,ja,26.0293,2060257765.73,612748921.64,0.297414,ja,0.297414,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0060,0.5,0.75,beide,bruch,0.6465,ja,22.1818,520379150.48,160240156.2,0.30793,ja,0.30793,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0070,0.75,2.5,grob,bruch,1.5111,ja,28.0988,920835813.94,513321425.39,0.557452,ja,0.557452,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0080,0.75,1.75,fein,bruch,1.2866,ja,27.6696,660214785.1,336179239.74,0.509197,ja,0.509197,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0090,1.75,2.5,fein,bruch,2.0798,ja,29.1861,260621028.84,177142185.66,0.679693,ja,0.679693,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0100,2.5,10.0,grob,bruch,5.4123,ja,29.745,1172813791.5,997116312.81,0.850191,ja,0.850191,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0110,2.5,5.0,fein,bruch,4.2452,ja,29.5763,741399713.42,596915350.86,0.805119,ja,0.805119,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0120,5.0,10.0,fein,bruch,7.4181,ja,30.0349,431414078.07,400200961.95,0.927649,ja,0.927649,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0130,10.0,100.0,grob,bruch,24.6592,ja,32.2865,406899741.68,531395916.79,1.305963,ja,1.305963,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0140,10.0,20.0,fein,bruch,12.2251,ja,30.2275,217408618.51,248758984.45,1.1442,ja,1.1442,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0150,20.0,30.0,fein,bruch,22.16,ja,24.6534,66072493.15,87859495.9,1.329744,ja,1.329744,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0160,30.0,100.0,fein,bruch,47.9004,ja,40.0,123418630.02,194777436.43,1.578185,ja,1.578185,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0170,100.0,100.0,beide,bruch,100.0,ja,30.3351,1052534558.01,,,ja,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2014,0180,,,summe,bruch,,,,9724104758.94,3439584062.06,0.353717,ja,0.353717,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0010,0.0,0.15,grob,bruch,0.0528,ja,24.1913,5493232312.96,790070331.26,0.143826,ja,0.143826,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0020,0.0,0.1,fein,bruch,0.0524,ja,24.2685,5460589220.49,787263837.5,0.144172,ja,0.144172,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0030,0.1,0.15,fein,bruch,0.1284,ja,11.2774,32643092.47,2806493.77,0.085975,ja,0.085975,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0040,0.15,0.25,beide,bruch,0.1873,ja,45.0,1133597.23,642741.85,0.566993,nein,0.566993,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0050,0.25,0.5,beide,bruch,0.4335,ja,11.25,22100680.85,3600417.96,0.16291,ja,0.16291,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0130,10.0,100.0,grob,bruch,19.9969,ja,19.3282,66927097.14,72582569.5,1.084502,ja,1.084502,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0150,20.0,30.0,fein,bruch,19.9969,nein,19.3282,66927097.14,72582569.5,1.084502,ja,1.084502,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2018,0180,,,summe,bruch,,,,5583393688.18,866896060.58,0.155263,ja,0.155263,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0010,0.0,0.15,grob,bruch,0.0192,ja,45.0,60464450.46,7667559.71,0.126811,ja,0.126811,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0020,0.0,0.1,fein,bruch,0.0192,ja,45.0,60464450.46,7667559.71,0.126811,ja,0.126811,ja
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0030,0.1,0.15,fein,bruch,0.1373,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0040,0.15,0.25,beide,bruch,0.2015,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0050,0.25,0.5,beide,bruch,0.3544,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0060,0.5,0.75,beide,bruch,0.685,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0070,0.75,2.5,grob,bruch,1.0643,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0080,0.75,1.75,fein,bruch,1.0643,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0100,2.5,10.0,grob,bruch,11.1111,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0120,5.0,10.0,fein,bruch,11.1111,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0130,10.0,100.0,grob,bruch,14.8483,,,,,,nein,,
0W2PZJM8XOY22M4GG883,CON,2025-12-31,DekaBank Deutsche Girozentrale,Germany,Large highest EEA,qEEA=eba_qAE:qx2020,0140,10.0,20.0,fein,bruch,14.8483,,,,,,nein,,
