template_id,cell_row,cell_col,row_label,col_label,data_type,n_values,median_log10,mad_log10,spread_p10_p90,status
41.00,0530,0150,53. Exposures towards sectors other than those that highly contribute to climate change*,o. > 20 years,monetary,117,8.201,1.063,5.76,auswertbar
41.00,0530,0160,53. Exposures towards sectors other than those that highly contribute to climate change*,p. Average weighted maturity,integer,124,0.699,0.175,0.78,auswertbar
41.00,0540,0010,54. K - Financial and insurance activities,a. Gross carrying amount (Mln EUR),monetary,121,8.730,1.047,5.57,auswertbar
41.00,0540,0020,54. K - Financial and insurance activities,b. Of which exposures towards companies excluded from EU Paris-aligned Benchmarks in accordance with Article 12(1) points (d) to (g)  and Article 12(2) of Regulation (EU) 2020/1818,monetary,24,7.255,1.341,5.10,auswertbar
41.00,0540,0030,54. K - Financial and insurance activities,c. Of which environmentally sustainable (CCM),monetary,21,7.049,0.885,6.48,unbrauchbar
41.00,0540,0040,54. K - Financial and insurance activities,d. Of which stage 2 exposures,monetary,97,7.359,0.825,7.02,unbrauchbar
41.00,0540,0050,54. K - Financial and insurance activities,e. Of which non-performing exposures,monetary,90,6.574,1.340,6.58,unbrauchbar
41.00,0540,0060,54. K - Financial and insurance activities,"f. Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions (Mln EUR)",monetary,110,6.453,0.948,4.81,auswertbar
41.00,0540,0070,54. K - Financial and insurance activities,g. Of which Stage 2 exposures,monetary,86,5.945,1.026,4.50,auswertbar
41.00,0540,0080,54. K - Financial and insurance activities,h. Of which non-performing exposures,monetary,85,6.111,1.393,5.88,auswertbar
41.00,0540,0120,54. K - Financial and insurance activities,l. <= 5 years,monetary,119,8.491,1.123,5.74,auswertbar
41.00,0540,0130,54. K - Financial and insurance activities,m. > 5 year <= 10 years,monetary,102,8.143,0.878,4.05,auswertbar
41.00,0540,0140,54. K - Financial and insurance activities,n. > 10 year <= 20 years,monetary,90,7.647,0.789,4.05,auswertbar
41.00,0540,0150,54. K - Financial and insurance activities,o. > 20 years,monetary,87,7.837,1.171,6.50,unbrauchbar
41.00,0540,0160,54. K - Financial and insurance activities,p. Average weighted maturity,integer,113,0.699,0.222,0.85,auswertbar
41.00,0550,0010,"55. Exposures to other sectors (NACE codes J, M - U)",a. Gross carrying amount (Mln EUR),monetary,133,9.357,0.721,4.63,auswertbar
41.00,0550,0020,"55. Exposures to other sectors (NACE codes J, M - U)",b. Of which exposures towards companies excluded from EU Paris-aligned Benchmarks in accordance with Article 12(1) points (d) to (g)  and Article 12(2) of Regulation (EU) 2020/1818,monetary,47,6.864,1.216,6.56,unbrauchbar
41.00,0550,0030,"55. Exposures to other sectors (NACE codes J, M - U)",c. Of which environmentally sustainable (CCM),monetary,34,7.105,1.107,7.59,unbrauchbar
41.00,0550,0040,"55. Exposures to other sectors (NACE codes J, M - U)",d. Of which stage 2 exposures,monetary,123,8.241,0.804,4.82,auswertbar
41.00,0550,0050,"55. Exposures to other sectors (NACE codes J, M - U)",e. Of which non-performing exposures,monetary,125,7.799,0.760,4.73,auswertbar
41.00,0550,0060,"55. Exposures to other sectors (NACE codes J, M - U)","f. Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions (Mln EUR)",monetary,129,7.580,0.768,4.68,auswertbar
41.00,0550,0070,"55. Exposures to other sectors (NACE codes J, M - U)",g. Of which Stage 2 exposures,monetary,118,6.888,0.884,4.69,auswertbar
41.00,0550,0080,"55. Exposures to other sectors (NACE codes J, M - U)",h. Of which non-performing exposures,monetary,122,7.401,0.746,4.61,auswertbar
41.00,0550,0120,"55. Exposures to other sectors (NACE codes J, M - U)",l. <= 5 years,monetary,131,9.155,0.741,4.61,auswertbar
41.00,0550,0130,"55. Exposures to other sectors (NACE codes J, M - U)",m. > 5 year <= 10 years,monetary,129,8.577,0.639,4.52,auswertbar
41.00,0550,0140,"55. Exposures to other sectors (NACE codes J, M - U)",n. > 10 year <= 20 years,monetary,120,8.255,0.649,5.72,auswertbar
41.00,0550,0150,"55. Exposures to other sectors (NACE codes J, M - U)",o. > 20 years,monetary,116,7.971,1.085,5.45,auswertbar
41.00,0550,0160,"55. Exposures to other sectors (NACE codes J, M - U)",p. Average weighted maturity,integer,128,0.699,0.204,0.60,auswertbar
41.00,0560,0010,56. TOTAL,a. Gross carrying amount (Mln EUR),monetary,133,10.285,0.591,4.51,auswertbar
41.00,0560,0020,56. TOTAL,b. Of which exposures towards companies excluded from EU Paris-aligned Benchmarks in accordance with Article 12(1) points (d) to (g)  and Article 12(2) of Regulation (EU) 2020/1818,monetary,107,8.505,0.675,4.27,auswertbar
41.00,0560,0030,56. TOTAL,c. Of which environmentally sustainable (CCM),monetary,43,8.119,1.080,6.72,unbrauchbar
41.00,0560,0040,56. TOTAL,d. Of which stage 2 exposures,monetary,125,9.260,0.653,4.78,auswertbar
41.00,0560,0050,56. TOTAL,e. Of which non-performing exposures,monetary,131,8.679,0.631,4.37,auswertbar
41.00,0560,0060,56. TOTAL,"f. Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions (Mln EUR)",monetary,132,8.501,0.655,4.37,auswertbar
41.00,0560,0070,56. TOTAL,g. Of which Stage 2 exposures,monetary,123,7.790,0.725,4.44,auswertbar
41.00,0560,0080,56. TOTAL,h. Of which non-performing exposures,monetary,130,8.247,0.749,4.73,auswertbar
41.00,0560,0090,56. TOTAL,"i. GHG financed emissions (scope 1, scope 2 and scope 3 emissions of the counterparty) (in tons of CO2 equivalent)",integer,123,6.932,0.672,2.89,auswertbar
41.00,0560,0100,56. TOTAL,j. Of which Scope 3 financed emissions,integer,119,6.831,0.718,2.93,auswertbar
41.00,0560,0110,56. TOTAL,k. GHG emissions (column i): gross carrying amount percentage of the portfolio derived from company-specific reporting,percentage,97,-0.745,0.292,1.38,auswertbar
41.00,0560,0120,56. TOTAL,l. <= 5 years,monetary,133,10.078,0.617,4.34,auswertbar
41.00,0560,0130,56. TOTAL,m. > 5 year <= 10 years,monetary,131,9.440,0.577,4.45,auswertbar
41.00,0560,0140,56. TOTAL,n. > 10 year <= 20 years,monetary,127,9.190,0.581,5.47,auswertbar
41.00,0560,0150,56. TOTAL,o. > 20 years,monetary,125,8.855,0.935,5.89,auswertbar
41.00,0560,0160,56. TOTAL,p. Average weighted maturity,integer,124,0.699,0.175,0.60,auswertbar
42.00.A,0010,0010,1. Total EU area,a. Total gross carrying amount (in MEUR),monetary,130,10.293,0.575,5.37,auswertbar
42.00.A,0010,0020,1. Total EU area,b. 0; <= 100,monetary,124,9.656,0.631,5.19,auswertbar
42.00.A,0010,0030,1. Total EU area,c. > 100; <= 200,monetary,124,9.826,0.573,4.57,auswertbar
42.00.A,0010,0040,1. Total EU area,d. > 200; <= 300,monetary,124,9.539,0.609,4.86,auswertbar
42.00.A,0010,0050,1. Total EU area,e. > 300; <= 400,monetary,120,8.926,0.691,5.14,auswertbar
42.00.A,0010,0060,1. Total EU area,f. > 400; <= 500,monetary,117,8.365,0.759,4.89,auswertbar
42.00.A,0010,0070,1. Total EU area,g. > 500,monetary,117,8.277,0.835,5.12,auswertbar
42.00.A,0010,0080,1. Total EU area,h. A,monetary,120,9.044,0.643,5.26,auswertbar
42.00.A,0010,0090,1. Total EU area,i. B,monetary,120,9.062,0.713,5.09,auswertbar
42.00.A,0010,0100,1. Total EU area,j. C,monetary,120,8.999,0.722,5.90,auswertbar
42.00.A,0010,0110,1. Total EU area,k. D,monetary,120,9.124,0.765,6.85,unbrauchbar
42.00.A,0010,0120,1. Total EU area,l. E,monetary,117,9.074,0.818,6.71,unbrauchbar
42.00.A,0010,0130,1. Total EU area,m. F,monetary,118,8.753,0.816,7.14,unbrauchbar
42.00.A,0010,0140,1. Total EU area,n. G,monetary,117,8.759,0.814,6.06,unbrauchbar
42.00.A,0010,0150,1. Total EU area,o. Without EPC label of collateral,monetary,130,10.124,0.614,6.64,unbrauchbar
42.00.A,0020,0010,2. Of which Loans collateralised by commercial immovable property,a. Total gross carrying amount (in MEUR),monetary,128,9.588,0.645,4.81,auswertbar
42.00.A,0020,0020,2. Of which Loans collateralised by commercial immovable property,b. 0; <= 100,monetary,117,8.630,0.790,4.50,auswertbar
42.00.A,0020,0030,2. Of which Loans collateralised by commercial immovable property,c. > 100; <= 200,monetary,121,8.731,0.928,4.15,auswertbar
42.00.A,0020,0040,2. Of which Loans collateralised by commercial immovable property,d. > 200; <= 300,monetary,118,8.569,0.849,4.66,auswertbar
42.00.A,0020,0050,2. Of which Loans collateralised by commercial immovable property,e. > 300; <= 400,monetary,111,8.241,0.805,4.43,auswertbar
42.00.A,0020,0060,2. Of which Loans collateralised by commercial immovable property,f. > 400; <= 500,monetary,103,7.846,0.771,4.35,auswertbar
42.00.A,0020,0070,2. Of which Loans collateralised by commercial immovable property,g. > 500,monetary,99,8.009,0.844,4.86,auswertbar
42.00.A,0020,0080,2. Of which Loans collateralised by commercial immovable property,h. A,monetary,111,8.132,0.783,4.01,auswertbar
42.00.A,0020,0090,2. Of which Loans collateralised by commercial immovable property,i. B,monetary,114,8.042,0.778,4.04,auswertbar
42.00.A,0020,0100,2. Of which Loans collateralised by commercial immovable property,j. C,monetary,114,8.190,0.806,4.33,auswertbar
42.00.A,0020,0110,2. Of which Loans collateralised by commercial immovable property,k. D,monetary,113,7.969,0.908,4.52,auswertbar
42.00.A,0020,0120,2. Of which Loans collateralised by commercial immovable property,l. E,monetary,108,7.816,0.805,4.98,auswertbar
42.00.A,0020,0130,2. Of which Loans collateralised by commercial immovable property,m. F,monetary,109,7.404,0.951,5.18,auswertbar
42.00.A,0020,0140,2. Of which Loans collateralised by commercial immovable property,n. G,monetary,106,7.655,0.922,4.43,auswertbar
42.00.A,0020,0150,2. Of which Loans collateralised by commercial immovable property,o. Without EPC label of collateral,monetary,126,9.506,0.555,6.19,unbrauchbar
42.00.A,0030,0010,3. Of which Loans collateralised by residential immovable property,a. Total gross carrying amount (in MEUR),monetary,128,10.181,0.582,5.53,auswertbar
42.00.A,0030,0020,3. Of which Loans collateralised by residential immovable property,b. 0; <= 100,monetary,121,9.583,0.710,5.43,auswertbar
42.00.A,0030,0030,3. Of which Loans collateralised by residential immovable property,c. > 100; <= 200,monetary,121,9.729,0.557,4.76,auswertbar
42.00.A,0030,0040,3. Of which Loans collateralised by residential immovable property,d. > 200; <= 300,monetary,120,9.375,0.673,5.25,auswertbar
42.00.A,0030,0050,3. Of which Loans collateralised by residential immovable property,e. > 300; <= 400,monetary,115,8.777,0.788,5.35,auswertbar
42.00.A,0030,0060,3. Of which Loans collateralised by residential immovable property,f. > 400; <= 500,monetary,112,8.126,0.784,6.05,unbrauchbar
42.00.A,0030,0070,3. Of which Loans collateralised by residential immovable property,g. > 500,monetary,111,7.925,0.856,5.84,auswertbar
42.00.A,0030,0080,3. Of which Loans collateralised by residential immovable property,h. A,monetary,115,8.980,0.638,4.62,auswertbar
42.00.A,0030,0090,3. Of which Loans collateralised by residential immovable property,i. B,monetary,115,8.934,0.730,4.65,auswertbar
42.00.A,0030,0100,3. Of which Loans collateralised by residential immovable property,j. C,monetary,115,8.876,0.779,5.28,auswertbar
42.00.A,0030,0110,3. Of which Loans collateralised by residential immovable property,k. D,monetary,113,9.107,0.773,6.18,unbrauchbar
42.00.A,0030,0120,3. Of which Loans collateralised by residential immovable property,l. E,monetary,112,9.066,0.760,6.76,unbrauchbar
42.00.A,0030,0130,3. Of which Loans collateralised by residential immovable property,m. F,monetary,112,8.739,0.784,6.92,unbrauchbar
42.00.A,0030,0140,3. Of which Loans collateralised by residential immovable property,n. G,monetary,110,8.708,0.806,7.22,unbrauchbar
42.00.A,0030,0150,3. Of which Loans collateralised by residential immovable property,o. Without EPC label of collateral,monetary,128,9.972,0.634,6.62,unbrauchbar
42.00.A,0040,0010,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,a. Total gross carrying amount (in MEUR),monetary,60,7.190,0.978,4.86,auswertbar
42.00.A,0040,0020,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,b. 0; <= 100,monetary,25,7.151,0.549,2.65,auswertbar
42.00.A,0040,0030,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,c. > 100; <= 200,monetary,30,6.763,1.056,3.46,auswertbar
42.00.A,0040,0040,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,d. > 200; <= 300,monetary,22,6.620,0.885,2.25,auswertbar
42.00.A,0040,0050,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,e. > 300; <= 400,monetary,24,6.895,0.924,3.51,auswertbar
42.00.A,0040,0070,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,g. > 500,monetary,20,6.715,0.544,2.30,auswertbar
42.00.A,0040,0100,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,j. C,monetary,20,6.500,0.802,2.35,auswertbar
42.00.A,0040,0110,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,k. D,monetary,21,6.303,1.013,2.47,auswertbar
42.00.A,0040,0120,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,l. E,monetary,21,6.966,0.689,2.31,auswertbar
42.00.A,0040,0150,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,o. Without EPC label of collateral,monetary,58,7.190,0.934,3.74,auswertbar
42.00.A,0050,0010,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,a. Total gross carrying amount (in MEUR),monetary,111,10.101,0.552,6.16,unbrauchbar
42.00.A,0050,0020,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,b. 0; <= 100,monetary,106,9.394,0.620,5.15,auswertbar
42.00.A,0050,0030,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,c. > 100; <= 200,monetary,108,9.613,0.661,5.97,auswertbar
42.00.A,0050,0040,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,d. > 200; <= 300,monetary,104,9.485,0.543,4.94,auswertbar
42.00.A,0050,0050,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,e. > 300; <= 400,monetary,98,8.728,0.673,7.36,unbrauchbar
42.00.A,0050,0060,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,f. > 400; <= 500,monetary,89,8.080,0.883,6.85,unbrauchbar
42.00.A,0050,0070,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,g. > 500,monetary,85,8.019,1.025,5.08,auswertbar
42.00.A,0050,0150,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,o. Without EPC label of collateral,monetary,101,10.069,0.604,6.00,auswertbar
42.00.A,0060,0010,6. Total non-EU area,a. Total gross carrying amount (in MEUR),monetary,80,8.912,0.905,6.91,unbrauchbar
42.00.A,0060,0020,6. Total non-EU area,b. 0; <= 100,monetary,59,7.688,1.201,6.91,unbrauchbar
42.00.A,0060,0030,6. Total non-EU area,c. > 100; <= 200,monetary,61,7.785,0.785,6.39,unbrauchbar
42.00.A,0060,0040,6. Total non-EU area,d. > 200; <= 300,monetary,60,7.654,0.901,6.86,unbrauchbar
42.00.A,0060,0050,6. Total non-EU area,e. > 300; <= 400,monetary,52,7.413,0.817,7.49,unbrauchbar
42.00.A,0060,0060,6. Total non-EU area,f. > 400; <= 500,monetary,40,6.949,0.453,3.36,auswertbar
42.00.A,0060,0070,6. Total non-EU area,g. > 500,monetary,43,6.819,1.118,6.41,unbrauchbar
42.00.A,0060,0080,6. Total non-EU area,h. A,monetary,49,7.306,0.885,5.73,auswertbar
42.00.A,0060,0090,6. Total non-EU area,i. B,monetary,51,7.541,1.037,4.21,auswertbar
42.00.A,0060,0100,6. Total non-EU area,j. C,monetary,49,7.711,0.805,3.73,auswertbar
42.00.A,0060,0110,6. Total non-EU area,k. D,monetary,43,7.623,0.746,3.78,auswertbar
42.00.A,0060,0120,6. Total non-EU area,l. E,monetary,41,7.248,0.713,3.28,auswertbar
42.00.A,0060,0130,6. Total non-EU area,m. F,monetary,38,6.829,0.691,2.99,auswertbar
42.00.A,0060,0140,6. Total non-EU area,n. G,monetary,36,6.794,0.686,2.98,auswertbar
42.00.A,0060,0150,6. Total non-EU area,o. Without EPC label of collateral,monetary,79,8.659,1.041,7.05,unbrauchbar
42.00.A,0070,0010,7. Of which Loans collateralised by commercial immovable property,a. Total gross carrying amount (in MEUR),monetary,68,8.569,1.019,4.75,auswertbar
42.00.A,0070,0020,7. Of which Loans collateralised by commercial immovable property,b. 0; <= 100,monetary,34,7.951,1.107,3.85,auswertbar
42.00.A,0070,0030,7. Of which Loans collateralised by commercial immovable property,c. > 100; <= 200,monetary,42,7.865,0.878,4.77,auswertbar
42.00.A,0070,0040,7. Of which Loans collateralised by commercial immovable property,d. > 200; <= 300,monetary,39,7.706,0.857,3.92,auswertbar
42.00.A,0070,0050,7. Of which Loans collateralised by commercial immovable property,e. > 300; <= 400,monetary,31,7.425,0.903,4.34,auswertbar
42.00.A,0070,0060,7. Of which Loans collateralised by commercial immovable property,f. > 400; <= 500,monetary,23,7.037,0.684,2.35,auswertbar
42.00.A,0070,0070,7. Of which Loans collateralised by commercial immovable property,g. > 500,monetary,22,7.689,0.921,3.03,auswertbar
42.00.A,0070,0080,7. Of which Loans collateralised by commercial immovable property,h. A,monetary,28,7.249,0.999,4.33,auswertbar
42.00.A,0070,0090,7. Of which Loans collateralised by commercial immovable property,i. B,monetary,27,8.112,0.606,4.45,auswertbar
42.00.A,0070,0100,7. Of which Loans collateralised by commercial immovable property,j. C,monetary,28,7.996,0.409,3.94,auswertbar
42.00.A,0070,0110,7. Of which Loans collateralised by commercial immovable property,k. D,monetary,22,7.769,0.540,1.63,auswertbar
42.00.A,0070,0150,7. Of which Loans collateralised by commercial immovable property,o. Without EPC label of collateral,monetary,66,8.523,0.995,4.16,auswertbar
42.00.A,0080,0010,8. Of which Loans collateralised by residential immovable property,a. Total gross carrying amount (in MEUR),monetary,71,8.489,1.049,6.58,unbrauchbar
42.00.A,0080,0020,8. Of which Loans collateralised by residential immovable property,b. 0; <= 100,monetary,49,7.668,1.025,6.76,unbrauchbar
42.00.A,0080,0030,8. Of which Loans collateralised by residential immovable property,c. > 100; <= 200,monetary,52,7.634,0.966,6.91,unbrauchbar
42.00.A,0080,0040,8. Of which Loans collateralised by residential immovable property,d. > 200; <= 300,monetary,49,7.261,0.960,6.72,unbrauchbar
42.00.A,0080,0050,8. Of which Loans collateralised by residential immovable property,e. > 300; <= 400,monetary,40,6.865,1.142,7.80,unbrauchbar
42.00.A,0080,0060,8. Of which Loans collateralised by residential immovable property,f. > 400; <= 500,monetary,29,6.679,0.541,7.79,unbrauchbar
42.00.A,0080,0070,8. Of which Loans collateralised by residential immovable property,g. > 500,monetary,37,6.114,0.869,6.38,unbrauchbar
42.00.A,0080,0080,8. Of which Loans collateralised by residential immovable property,h. A,monetary,36,6.962,0.859,5.48,auswertbar
42.00.A,0080,0090,8. Of which Loans collateralised by residential immovable property,i. B,monetary,43,6.710,1.048,4.06,auswertbar
42.00.A,0080,0100,8. Of which Loans collateralised by residential immovable property,j. C,monetary,41,7.186,1.074,3.45,auswertbar
42.00.A,0080,0110,8. Of which Loans collateralised by residential immovable property,k. D,monetary,38,7.110,1.042,3.95,auswertbar
42.00.A,0080,0120,8. Of which Loans collateralised by residential immovable property,l. E,monetary,36,7.033,0.848,3.28,auswertbar
42.00.A,0080,0130,8. Of which Loans collateralised by residential immovable property,m. F,monetary,33,6.841,0.700,2.64,auswertbar
42.00.A,0080,0140,8. Of which Loans collateralised by residential immovable property,n. G,monetary,33,6.350,0.791,2.87,auswertbar
42.00.A,0080,0150,8. Of which Loans collateralised by residential immovable property,o. Without EPC label of collateral,monetary,70,8.273,1.094,7.11,unbrauchbar
42.00.A,0100,0010,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,a. Total gross carrying amount (in MEUR),monetary,59,8.167,1.118,6.94,unbrauchbar
42.00.A,0100,0020,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,b. 0; <= 100,monetary,45,7.470,1.057,6.84,unbrauchbar
42.00.A,0100,0030,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,c. > 100; <= 200,monetary,50,7.502,1.063,7.31,unbrauchbar
42.00.A,0100,0040,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,d. > 200; <= 300,monetary,48,7.453,1.292,7.44,unbrauchbar
42.00.A,0100,0050,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,e. > 300; <= 400,monetary,37,6.976,1.148,7.77,unbrauchbar
42.00.A,0100,0060,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,f. > 400; <= 500,monetary,26,6.776,0.973,7.67,unbrauchbar
42.00.A,0100,0070,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,g. > 500,monetary,30,6.758,1.271,8.43,unbrauchbar
42.00.A,0100,0150,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,o. Without EPC label of collateral,monetary,50,8.216,1.098,6.93,unbrauchbar
42.00.B,0010,0160,1. Total EU area,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,111,-0.061,0.061,0.37,auswertbar
42.00.B,0020,0160,2. Of which Loans collateralised by commercial immovable property,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,102,-0.190,0.190,1.27,auswertbar
42.00.B,0030,0160,3. Of which Loans collateralised by residential immovable property,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,109,-0.024,0.030,0.30,auswertbar
42.00.B,0040,0160,4. Of which Collateral obtained by taking possession: residential and commercial immovable properties,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,32,-0.070,0.070,1.01,auswertbar
42.00.B,0050,0160,5. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,102,0.000,0.000,0.00,auswertbar
42.00.B,0060,0160,6. Total non-EU area,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,56,-0.134,0.150,1.62,auswertbar
42.00.B,0070,0160,7. Of which Loans collateralised by commercial immovable property,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,40,-0.287,0.287,1.81,auswertbar
42.00.B,0080,0160,8. Of which Loans collateralised by residential immovable property,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,47,-0.021,0.056,1.67,auswertbar
42.00.B,0100,0160,10. Of which Level of energy efficiency (EP score in kWh/m² of collateral) estimated,p. Of which level of energy efficiency (EP score in kWh/m² of collateral) estimated,percentage,49,0.000,0.000,0.00,auswertbar
44.00,0010,0010,1. Counterparty,a. Gross carrying amount (aggregate),monetary,62,7.314,1.247,6.15,unbrauchbar
44.00,0010,0020,1. Counterparty,b. Gross carrying amount towards the counterparties compared to total gross carrying amount (aggregate)*,percentage,45,-2.919,0.463,2.01,auswertbar
44.00,0010,0040,1. Counterparty,d. Weighted average maturity,integer,44,0.477,0.199,0.85,auswertbar
44.00,0010,0050,1. Counterparty,e. Number of top 20 polluting firms included,integer,60,0.301,0.301,0.95,auswertbar
45.00.A,0010,0010,"1. A - Agriculture, forestry and fishing",b. Gross carrying amount (Mln EUR),monetary,229,8.008,0.995,5.18,auswertbar
45.00.A,0010,0020,"1. A - Agriculture, forestry and fishing",c. <= 5 years,monetary,182,7.564,0.838,4.39,auswertbar
45.00.A,0010,0030,"1. A - Agriculture, forestry and fishing",d. > 5 year <= 10 years,monetary,155,7.055,0.997,4.68,auswertbar
45.00.A,0010,0040,"1. A - Agriculture, forestry and fishing",e. > 10 year <= 20 years,monetary,112,7.322,0.849,3.50,auswertbar
45.00.A,0010,0050,"1. A - Agriculture, forestry and fishing",f. > 20 years,monetary,96,6.637,0.825,5.52,auswertbar
45.00.A,0010,0060,"1. A - Agriculture, forestry and fishing",g. Average weighted maturity,integer,176,0.602,0.243,0.78,auswertbar
45.00.A,0010,0070,"1. A - Agriculture, forestry and fishing",h. of which exposures sensitive to impact from chronic climate change events,monetary,120,6.895,1.168,5.43,auswertbar
45.00.A,0010,0080,"1. A - Agriculture, forestry and fishing",i. Of which exposures sensitive to impact from acute climate change events,monetary,151,7.251,0.903,5.48,auswertbar
45.00.A,0010,0090,"1. A - Agriculture, forestry and fishing",j. Of which exposures sensitive to impact both from chronic and acute climate change events,monetary,127,7.139,1.057,5.56,auswertbar
45.00.A,0010,0100,"1. A - Agriculture, forestry and fishing",k. Of which Stage 2 exposures,monetary,148,7.042,0.853,5.61,auswertbar
45.00.A,0010,0110,"1. A - Agriculture, forestry and fishing",l. Of which non-performing exposures,monetary,136,6.400,0.854,5.28,auswertbar
45.00.A,0010,0120,"1. A - Agriculture, forestry and fishing","m. Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions",monetary,175,5.943,1.177,5.24,auswertbar
45.00.A,0010,0130,"1. A - Agriculture, forestry and fishing",n. Of which Stage 2 exposures,monetary,142,5.441,1.013,5.60,auswertbar
45.00.A,0010,0140,"1. A - Agriculture, forestry and fishing",o. Of which non-performing exposures,monetary,133,6.176,0.900,5.32,auswertbar
45.00.A,0020,0010,2. B - Mining and quarrying,b. Gross carrying amount (Mln EUR),monetary,221,7.572,0.807,4.25,auswertbar
45.00.A,0020,0020,2. B - Mining and quarrying,c. <= 5 years,monetary,134,6.908,0.810,3.68,auswertbar
45.00.A,0020,0030,2. B - Mining and quarrying,d. > 5 year <= 10 years,monetary,94,6.555,0.978,3.64,auswertbar
45.00.A,0020,0040,2. B - Mining and quarrying,e. > 10 year <= 20 years,monetary,46,6.218,0.601,3.53,auswertbar
45.00.A,0020,0050,2. B - Mining and quarrying,f. > 20 years,monetary,44,5.231,1.360,3.84,auswertbar
45.00.A,0020,0060,2. B - Mining and quarrying,g. Average weighted maturity,integer,134,0.477,0.176,0.95,auswertbar
45.00.A,0020,0070,2. B - Mining and quarrying,h. of which exposures sensitive to impact from chronic climate change events,monetary,74,6.370,1.048,5.22,auswertbar
45.00.A,0020,0080,2. B - Mining and quarrying,i. Of which exposures sensitive to impact from acute climate change events,monetary,111,6.534,0.788,3.20,auswertbar
45.00.A,0020,0090,2. B - Mining and quarrying,j. Of which exposures sensitive to impact both from chronic and acute climate change events,monetary,75,6.742,1.213,4.10,auswertbar
45.00.A,0020,0100,2. B - Mining and quarrying,k. Of which Stage 2 exposures,monetary,104,6.005,0.982,4.32,auswertbar
45.00.A,0020,0110,2. B - Mining and quarrying,l. Of which non-performing exposures,monetary,81,5.736,0.769,3.97,auswertbar
45.00.A,0020,0120,2. B - Mining and quarrying,"m. Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions",monetary,135,5.040,1.087,4.02,auswertbar
45.00.A,0020,0130,2. B - Mining and quarrying,n. Of which Stage 2 exposures,monetary,100,4.360,1.089,4.58,auswertbar
45.00.A,0020,0140,2. B - Mining and quarrying,o. Of which non-performing exposures,monetary,75,5.603,0.767,3.90,auswertbar
45.00.A,0030,0010,3. C - Manufacturing,b. Gross carrying amount (Mln EUR),monetary,312,8.637,1.130,7.71,unbrauchbar
45.00.A,0030,0020,3. C - Manufacturing,c. <= 5 years,monetary,234,7.932,0.983,5.88,auswertbar
45.00.A,0030,0030,3. C - Manufacturing,d. > 5 year <= 10 years,monetary,197,7.509,0.918,4.43,auswertbar
45.00.A,0030,0040,3. C - Manufacturing,e. > 10 year <= 20 years,monetary,138,7.276,0.718,3.04,auswertbar
45.00.A,0030,0050,3. C - Manufacturing,f. > 20 years,monetary,119,6.176,0.993,5.37,auswertbar
45.00.A,0030,0060,3. C - Manufacturing,g. Average weighted maturity,integer,229,0.477,0.176,0.65,auswertbar
