template_id,cell_row,cell_col,row_label,col_label,dp_41,dp_42,status
24.00,0120,0030,EU 7a  Subordinated debt exposures,c On-balance-sheet exposures,dp3527543,dp3527543,stable
24.00,0120,0040,EU 7a  Subordinated debt exposures,d Off-balance-sheet exposures,dp3526773,dp3526773,stable
24.00,0120,0050,EU 7a  Subordinated debt exposures,e RWEAs,dp3529564,dp3529564,stable
24.00,0120,0060,EU 7a  Subordinated debt exposures,f RWEAs density %,dp3526589,dp3526589,stable
24.00,0130,0010,EU 7b   Equity,a On-balance-sheet exposures,dp3526793,dp3526793,stable
24.00,0130,0020,EU 7b   Equity,b Off-balance-sheet exposures,dp3526770,dp3526770,stable
24.00,0130,0030,EU 7b   Equity,c On-balance-sheet exposures,dp3527403,dp3527403,stable
24.00,0130,0040,EU 7b   Equity,d Off-balance-sheet exposures,dp3527428,dp3527428,stable
24.00,0130,0050,EU 7b   Equity,e RWEAs,dp3529772,dp3529772,stable
24.00,0130,0060,EU 7b   Equity,f RWEAs density %,dp3526598,dp3526598,stable
24.00,0140,0010,8 Retail,a On-balance-sheet exposures,dp3526786,dp3526786,stable
24.00,0140,0020,8 Retail,b Off-balance-sheet exposures,dp3526761,dp3526761,stable
24.00,0140,0030,8 Retail,c On-balance-sheet exposures,dp3527414,dp3527414,stable
24.00,0140,0040,8 Retail,d Off-balance-sheet exposures,dp3526760,dp3526760,stable
24.00,0140,0050,8 Retail,e RWEAs,dp3529634,dp3529634,stable
24.00,0140,0060,8 Retail,f RWEAs density %,dp3526615,dp3526615,stable
24.00,0150,0010,9 Secured by mortgages on immovable property and ADC exposures,a On-balance-sheet exposures,dp3527539,dp3527539,stable
24.00,0150,0020,9 Secured by mortgages on immovable property and ADC exposures,b Off-balance-sheet exposures,dp3526776,dp3526776,stable
24.00,0150,0030,9 Secured by mortgages on immovable property and ADC exposures,c On-balance-sheet exposures,dp3527540,dp3527540,stable
24.00,0150,0040,9 Secured by mortgages on immovable property and ADC exposures,d Off-balance-sheet exposures,dp3526775,dp3526775,stable
24.00,0150,0050,9 Secured by mortgages on immovable property and ADC exposures,e RWEAs,dp3529819,dp3529819,stable
24.00,0150,0060,9 Secured by mortgages on immovable property and ADC exposures,f RWEAs density %,dp3526595,dp3526595,stable
24.00,0160,0010,9.1     Secured by mortgages on residential immovable property - non IPRE,a On-balance-sheet exposures,dp3526704,dp3526704,stable
24.00,0160,0020,9.1     Secured by mortgages on residential immovable property - non IPRE,b Off-balance-sheet exposures,dp3527422,dp3527422,stable
24.00,0160,0030,9.1     Secured by mortgages on residential immovable property - non IPRE,c On-balance-sheet exposures,dp3526705,dp3526705,stable
24.00,0160,0040,9.1     Secured by mortgages on residential immovable property - non IPRE,d Off-balance-sheet exposures,dp3527423,dp3527423,stable
24.00,0160,0050,9.1     Secured by mortgages on residential immovable property - non IPRE,e RWEAs,dp3529815,dp3529815,stable
24.00,0160,0060,9.1     Secured by mortgages on residential immovable property - non IPRE,f RWEAs density %,dp3526597,dp3526597,stable
24.00,0170,0010,9.2     Secured by mortgages on residential immovable property - IPRE,a On-balance-sheet exposures,dp3527399,dp3527399,stable
24.00,0170,0020,9.2     Secured by mortgages on residential immovable property - IPRE,b Off-balance-sheet exposures,dp3526772,dp3526772,stable
24.00,0170,0030,9.2     Secured by mortgages on residential immovable property - IPRE,c On-balance-sheet exposures,dp3527400,dp3527400,stable
24.00,0170,0040,9.2     Secured by mortgages on residential immovable property - IPRE,d Off-balance-sheet exposures,dp3527424,dp3527424,stable
24.00,0170,0050,9.2     Secured by mortgages on residential immovable property - IPRE,e RWEAs,dp3529626,dp3529626,stable
24.00,0170,0060,9.2     Secured by mortgages on residential immovable property - IPRE,f RWEAs density %,dp3526588,dp3526588,stable
24.00,0180,0010,9.3     Secured by mortgages on commercial immovable property - non IPRE,a On-balance-sheet exposures,dp3527401,dp3527401,stable
24.00,0180,0020,9.3     Secured by mortgages on commercial immovable property - non IPRE,b Off-balance-sheet exposures,dp3527425,dp3527425,stable
24.00,0180,0030,9.3     Secured by mortgages on commercial immovable property - non IPRE,c On-balance-sheet exposures,dp3526795,dp3526795,stable
24.00,0180,0040,9.3     Secured by mortgages on commercial immovable property - non IPRE,d Off-balance-sheet exposures,dp3527426,dp3527426,stable
24.00,0180,0050,9.3     Secured by mortgages on commercial immovable property - non IPRE,e RWEAs,dp3529627,dp3529627,stable
24.00,0180,0060,9.3     Secured by mortgages on commercial immovable property - non IPRE,f RWEAs density %,dp3526587,dp3526587,stable
24.00,0190,0010,9.4     Secured by mortgages on commercial immovable property - IPRE,a On-balance-sheet exposures,dp3527402,dp3527402,stable
24.00,0190,0020,9.4     Secured by mortgages on commercial immovable property - IPRE,b Off-balance-sheet exposures,dp3526771,dp3526771,stable
24.00,0190,0030,9.4     Secured by mortgages on commercial immovable property - IPRE,c On-balance-sheet exposures,dp3526794,dp3526794,stable
24.00,0190,0040,9.4     Secured by mortgages on commercial immovable property - IPRE,d Off-balance-sheet exposures,dp3527427,dp3527427,stable
24.00,0190,0050,9.4     Secured by mortgages on commercial immovable property - IPRE,e RWEAs,dp3529628,dp3529628,stable
24.00,0190,0060,9.4     Secured by mortgages on commercial immovable property - IPRE,f RWEAs density %,dp3526586,dp3526586,stable
24.00,0200,0010,"9.5     Acquisition, Development and Construction ADC",a On-balance-sheet exposures,dp3527541,dp3527541,stable
24.00,0200,0020,"9.5     Acquisition, Development and Construction ADC",b Off-balance-sheet exposures,dp3526774,dp3526774,stable
24.00,0200,0030,"9.5     Acquisition, Development and Construction ADC",c On-balance-sheet exposures,dp3526702,dp3526702,stable
24.00,0200,0040,"9.5     Acquisition, Development and Construction ADC",d Off-balance-sheet exposures,dp3527418,dp3527418,stable
24.00,0200,0050,"9.5     Acquisition, Development and Construction ADC",e RWEAs,dp3529566,dp3529566,stable
24.00,0200,0060,"9.5     Acquisition, Development and Construction ADC",f RWEAs density %,dp3526590,dp3526590,stable
24.00,0210,0010,10 Exposures in default,a On-balance-sheet exposures,dp3526792,dp3526792,stable
24.00,0210,0020,10 Exposures in default,b Off-balance-sheet exposures,dp3527429,dp3527429,stable
24.00,0210,0030,10 Exposures in default,c On-balance-sheet exposures,dp3527406,dp3527406,stable
24.00,0210,0040,10 Exposures in default,d Off-balance-sheet exposures,dp3526767,dp3526767,stable
24.00,0210,0050,10 Exposures in default,e RWEAs,dp3529630,dp3529630,stable
24.00,0210,0060,10 Exposures in default,f RWEAs density %,dp3526585,dp3526585,stable
24.00,0220,0010,EU 10a Claims on institutions and corporates with a short-term credit assessment,a On-balance-sheet exposures,dp3527410,dp3527410,stable
24.00,0220,0020,EU 10a Claims on institutions and corporates with a short-term credit assessment,b Off-balance-sheet exposures,dp3527433,dp3527433,stable
24.00,0220,0030,EU 10a Claims on institutions and corporates with a short-term credit assessment,c On-balance-sheet exposures,dp3526790,dp3526790,stable
24.00,0220,0040,EU 10a Claims on institutions and corporates with a short-term credit assessment,d Off-balance-sheet exposures,dp3526765,dp3526765,stable
24.00,0220,0050,EU 10a Claims on institutions and corporates with a short-term credit assessment,e RWEAs,dp3529774,dp3529774,stable
24.00,0220,0060,EU 10a Claims on institutions and corporates with a short-term credit assessment,f RWEAs density %,dp3526584,dp3526584,stable
24.00,0230,0010,EU 10b Collective investment undertakings CIU,a On-balance-sheet exposures,dp3527408,dp3527408,stable
24.00,0230,0020,EU 10b Collective investment undertakings CIU,b Off-balance-sheet exposures,dp3527431,dp3527431,stable
24.00,0230,0030,EU 10b Collective investment undertakings CIU,c On-balance-sheet exposures,dp3527409,dp3527409,stable
24.00,0230,0040,EU 10b Collective investment undertakings CIU,d Off-balance-sheet exposures,dp3527432,dp3527432,stable
24.00,0230,0050,EU 10b Collective investment undertakings CIU,e RWEAs,dp3529773,dp3529773,stable
24.00,0230,0060,EU 10b Collective investment undertakings CIU,f RWEAs density %,dp3526617,dp3526617,stable
24.00,0240,0010,EU 10c  Other items,a On-balance-sheet exposures,dp3526787,dp3526787,stable
24.00,0240,0020,EU 10c  Other items,b Off-balance-sheet exposures,dp3526762,dp3526762,stable
24.00,0240,0030,EU 10c  Other items,c On-balance-sheet exposures,dp3527413,dp3527413,stable
24.00,0240,0040,EU 10c  Other items,d Off-balance-sheet exposures,dp3527436,dp3527436,stable
24.00,0240,0050,EU 10c  Other items,e RWEAs,dp3529633,dp3529633,stable
24.00,0240,0060,EU 10c  Other items,f RWEAs density %,dp3526582,dp3526582,stable
24.00,0260,0010,12 TOTAL,a On-balance-sheet exposures,dp3526784,dp3526784,stable
24.00,0260,0020,12 TOTAL,b Off-balance-sheet exposures,dp3527438,dp3527438,stable
24.00,0260,0030,12 TOTAL,c On-balance-sheet exposures,dp3526783,dp3526783,stable
24.00,0260,0040,12 TOTAL,d Off-balance-sheet exposures,dp3527439,dp3527439,stable
24.00,0260,0050,12 TOTAL,e RWEAs,dp3529635,dp3529635,stable
24.00,0260,0060,12 TOTAL,f RWEAs density %,dp3526580,dp3526580,stable
25.00,0010,0010,1 Central governments or central banks,a 0%,dp3527097,dp3527097,stable
25.00,0010,0020,1 Central governments or central banks,b 2%,dp3526822,dp3526822,stable
25.00,0010,0030,1 Central governments or central banks,c 4%,dp3527497,dp3527497,stable
25.00,0010,0040,1 Central governments or central banks,d 10%,dp3526808,dp3526808,stable
25.00,0010,0050,1 Central governments or central banks,e 20%,dp3527834,dp3527834,stable
25.00,0010,0060,1 Central governments or central banks,f 30%,dp3527156,dp3527156,stable
25.00,0010,0070,1 Central governments or central banks,g 35%,dp3527704,dp3527704,stable
25.00,0010,0080,1 Central governments or central banks,h 40%,dp3527734,dp3527734,stable
25.00,0010,0090,1 Central governments or central banks,i 45%,dp3527237,dp3527237,stable
25.00,0010,0100,1 Central governments or central banks,j 50%,dp3527819,dp3527819,stable
25.00,0010,0110,1 Central governments or central banks,k 60%,dp3527773,dp3527773,stable
25.00,0010,0120,1 Central governments or central banks,l 70%,dp3526938,dp3526938,stable
25.00,0010,0130,1 Central governments or central banks,m 75%,dp3527440,dp3527440,stable
25.00,0010,0140,1 Central governments or central banks,n 80%,dp3527205,dp3527205,stable
25.00,0010,0150,1 Central governments or central banks,o 90%,dp3527456,dp3527456,stable
25.00,0010,0160,1 Central governments or central banks,p 100%,dp3528323,dp3528323,stable
25.00,0010,0170,1 Central governments or central banks,q 105%,dp3527192,dp3527192,stable
25.00,0010,0180,1 Central governments or central banks,r 110%,dp3527582,dp3527582,stable
25.00,0010,0190,1 Central governments or central banks,s 130%,dp3526950,dp3526950,stable
25.00,0010,0200,1 Central governments or central banks,t 150%,dp3527284,dp3527284,stable
25.00,0010,0210,1 Central governments or central banks,u 250%,dp3527296,dp3527296,stable
25.00,0010,0220,1 Central governments or central banks,v 370%,dp3526887,dp3526887,stable
25.00,0010,0230,1 Central governments or central banks,w 400%,dp3527091,dp3527091,stable
25.00,0010,0240,1 Central governments or central banks,x 1250%,dp3527325,dp3527325,stable
25.00,0010,0250,1 Central governments or central banks,y Others,dp3527485,dp3527485,stable
25.00,0010,0260,1 Central governments or central banks,z Total,dp3527076,dp3527076,stable
25.00,0010,0270,1 Central governments or central banks,aa Of which unrated,dp3526686,dp3526686,stable
25.00,0020,0010,2 Non-central government public sector entities,a 0%,dp3527801,dp3527801,stable
25.00,0020,0020,2 Non-central government public sector entities,b 2%,dp3526821,dp3526821,stable
25.00,0020,0030,2 Non-central government public sector entities,c 4%,dp3527499,dp3527499,stable
25.00,0020,0040,2 Non-central government public sector entities,d 10%,dp3526807,dp3526807,stable
25.00,0020,0050,2 Non-central government public sector entities,e 20%,dp3527832,dp3527832,stable
25.00,0020,0060,2 Non-central government public sector entities,f 30%,dp3527155,dp3527155,stable
25.00,0020,0070,2 Non-central government public sector entities,g 35%,dp3527701,dp3527701,stable
25.00,0020,0080,2 Non-central government public sector entities,h 40%,dp3527732,dp3527732,stable
25.00,0020,0090,2 Non-central government public sector entities,i 45%,dp3527788,dp3527788,stable
25.00,0020,0100,2 Non-central government public sector entities,j 50%,dp3527817,dp3527817,stable
25.00,0020,0110,2 Non-central government public sector entities,k 60%,dp3527771,dp3527771,stable
25.00,0020,0120,2 Non-central government public sector entities,l 70%,dp3527272,dp3527272,stable
25.00,0020,0130,2 Non-central government public sector entities,m 75%,dp3527442,dp3527442,stable
25.00,0020,0140,2 Non-central government public sector entities,n 80%,dp3527613,dp3527613,stable
25.00,0020,0150,2 Non-central government public sector entities,o 90%,dp3527458,dp3527458,stable
25.00,0020,0160,2 Non-central government public sector entities,p 100%,dp3527921,dp3527921,stable
25.00,0020,0170,2 Non-central government public sector entities,q 105%,dp3527596,dp3527596,stable
25.00,0020,0180,2 Non-central government public sector entities,r 110%,dp3527177,dp3527177,stable
25.00,0020,0190,2 Non-central government public sector entities,s 130%,dp3526948,dp3526948,stable
25.00,0020,0200,2 Non-central government public sector entities,t 150%,dp3526919,dp3526919,stable
25.00,0020,0210,2 Non-central government public sector entities,u 250%,dp3526901,dp3526901,stable
25.00,0020,0220,2 Non-central government public sector entities,v 370%,dp3527311,dp3527311,stable
25.00,0020,0230,2 Non-central government public sector entities,w 400%,dp3527089,dp3527089,stable
25.00,0020,0240,2 Non-central government public sector entities,x 1250%,dp3527472,dp3527472,stable
25.00,0020,0250,2 Non-central government public sector entities,y Others,dp3526722,dp3526722,stable
25.00,0020,0260,2 Non-central government public sector entities,z Total,dp3527680,dp3527680,stable
25.00,0020,0270,2 Non-central government public sector entities,aa Of which unrated,dp3527519,dp3527519,stable
25.00,0030,0010,EU 2a  Regional governments or local authorities,a 0%,dp3527252,dp3527252,stable
25.00,0030,0020,EU 2a  Regional governments or local authorities,b 2%,dp3527386,dp3527386,stable
25.00,0030,0030,EU 2a  Regional governments or local authorities,c 4%,dp3526706,dp3526706,stable
25.00,0030,0040,EU 2a  Regional governments or local authorities,d 10%,dp3527256,dp3527256,stable
25.00,0030,0050,EU 2a  Regional governments or local authorities,e 20%,dp3527124,dp3527124,stable
25.00,0030,0060,EU 2a  Regional governments or local authorities,f 30%,dp3527715,dp3527715,stable
25.00,0030,0070,EU 2a  Regional governments or local authorities,g 35%,dp3527702,dp3527702,stable
25.00,0030,0080,EU 2a  Regional governments or local authorities,h 40%,dp3527733,dp3527733,stable
25.00,0030,0090,EU 2a  Regional governments or local authorities,i 45%,dp3527235,dp3527235,stable
25.00,0030,0100,EU 2a  Regional governments or local authorities,j 50%,dp3527109,dp3527109,stable
25.00,0030,0110,EU 2a  Regional governments or local authorities,k 60%,dp3527222,dp3527222,stable
25.00,0030,0120,EU 2a  Regional governments or local authorities,l 70%,dp3526937,dp3526937,stable
25.00,0030,0130,EU 2a  Regional governments or local authorities,m 75%,dp3526758,dp3526758,stable
25.00,0030,0140,EU 2a  Regional governments or local authorities,n 80%,dp3527614,dp3527614,stable
25.00,0030,0150,EU 2a  Regional governments or local authorities,o 90%,dp3526744,dp3526744,stable
25.00,0030,0160,EU 2a  Regional governments or local authorities,p 100%,dp3527920,dp3527920,stable
25.00,0030,0170,EU 2a  Regional governments or local authorities,q 105%,dp3527597,dp3527597,stable
25.00,0030,0180,EU 2a  Regional governments or local authorities,r 110%,dp3527178,dp3527178,stable
25.00,0030,0190,EU 2a  Regional governments or local authorities,s 130%,dp3527565,dp3527565,stable
25.00,0030,0200,EU 2a  Regional governments or local authorities,t 150%,dp3526920,dp3526920,stable
25.00,0030,0210,EU 2a  Regional governments or local authorities,u 250%,dp3526902,dp3526902,stable
25.00,0030,0220,EU 2a  Regional governments or local authorities,v 370%,dp3526886,dp3526886,stable
25.00,0030,0230,EU 2a  Regional governments or local authorities,w 400%,dp3527550,dp3527550,stable
25.00,0030,0240,EU 2a  Regional governments or local authorities,x 1250%,dp3526871,dp3526871,stable
25.00,0030,0250,EU 2a  Regional governments or local authorities,y Others,dp3526723,dp3526723,stable
25.00,0030,0260,EU 2a  Regional governments or local authorities,z Total,dp3527075,dp3527075,stable
25.00,0030,0270,EU 2a  Regional governments or local authorities,aa Of which unrated,dp3527518,dp3527518,stable
25.00,0040,0010,EU 2b  Public sector entities,a 0%,dp3527096,dp3527096,stable
25.00,0040,0020,EU 2b  Public sector entities,b 2%,dp3527385,dp3527385,stable
25.00,0040,0030,EU 2b  Public sector entities,c 4%,dp3527498,dp3527498,stable
25.00,0040,0040,EU 2b  Public sector entities,d 10%,dp3527255,dp3527255,stable
25.00,0040,0050,EU 2b  Public sector entities,e 20%,dp3527833,dp3527833,stable
25.00,0040,0060,EU 2b  Public sector entities,f 30%,dp3527716,dp3527716,stable
25.00,0040,0070,EU 2b  Public sector entities,g 35%,dp3527703,dp3527703,stable
25.00,0040,0080,EU 2b  Public sector entities,h 40%,dp3527168,dp3527168,stable
25.00,0040,0090,EU 2b  Public sector entities,i 45%,dp3527236,dp3527236,stable
25.00,0040,0100,EU 2b  Public sector entities,j 50%,dp3527818,dp3527818,stable
25.00,0040,0110,EU 2b  Public sector entities,k 60%,dp3527772,dp3527772,stable
25.00,0040,0120,EU 2b  Public sector entities,l 70%,dp3527271,dp3527271,stable
25.00,0040,0130,EU 2b  Public sector entities,m 75%,dp3527441,dp3527441,stable
25.00,0040,0140,EU 2b  Public sector entities,n 80%,dp3527204,dp3527204,stable
25.00,0040,0150,EU 2b  Public sector entities,o 90%,dp3527457,dp3527457,stable
25.00,0040,0160,EU 2b  Public sector entities,p 100%,dp3528322,dp3528322,stable
25.00,0040,0170,EU 2b  Public sector entities,q 105%,dp3527191,dp3527191,stable
25.00,0040,0180,EU 2b  Public sector entities,r 110%,dp3527581,dp3527581,stable
25.00,0040,0190,EU 2b  Public sector entities,s 130%,dp3526949,dp3526949,stable
25.00,0040,0200,EU 2b  Public sector entities,t 150%,dp3526921,dp3526921,stable
25.00,0040,0210,EU 2b  Public sector entities,u 250%,dp3526903,dp3526903,stable
25.00,0040,0220,EU 2b  Public sector entities,v 370%,dp3527310,dp3527310,stable
25.00,0040,0230,EU 2b  Public sector entities,w 400%,dp3527090,dp3527090,stable
25.00,0040,0240,EU 2b  Public sector entities,x 1250%,dp3526872,dp3526872,stable
25.00,0040,0250,EU 2b  Public sector entities,y Others,dp3526724,dp3526724,stable
25.00,0040,0260,EU 2b  Public sector entities,z Total,dp3527681,dp3527681,stable
25.00,0040,0270,EU 2b  Public sector entities,aa Of which unrated,dp3527517,dp3527517,stable
25.00,0050,0010,3 Multilateral development banks,a 0%,dp3527789,dp3527789,stable
25.00,0050,0020,3 Multilateral development banks,b 2%,dp3526810,dp3526810,stable
25.00,0050,0030,3 Multilateral development banks,c 4%,dp3527512,dp3527512,stable
25.00,0050,0040,3 Multilateral development banks,d 10%,dp3526797,dp3526797,stable
25.00,0050,0050,3 Multilateral development banks,e 20%,dp3527820,dp3527820,stable
25.00,0050,0060,3 Multilateral development banks,f 30%,dp3527140,dp3527140,stable
25.00,0050,0070,3 Multilateral development banks,g 35%,dp3527692,dp3527692,stable
25.00,0050,0080,3 Multilateral development banks,h 40%,dp3527720,dp3527720,stable
25.00,0050,0090,3 Multilateral development banks,i 45%,dp3527227,dp3527227,stable
25.00,0050,0100,3 Multilateral development banks,j 50%,dp3527101,dp3527101,stable
25.00,0050,0110,3 Multilateral development banks,k 60%,dp3527209,dp3527209,stable
25.00,0050,0120,3 Multilateral development banks,l 70%,dp3526924,dp3526924,stable
25.00,0050,0130,3 Multilateral development banks,m 75%,dp3526747,dp3526747,stable
25.00,0050,0140,3 Multilateral development banks,n 80%,dp3527193,dp3527193,stable
25.00,0050,0150,3 Multilateral development banks,o 90%,dp3527170,dp3527170,stable
25.00,0050,0160,3 Multilateral development banks,p 100%,dp3528388,dp3528388,stable
25.00,0050,0170,3 Multilateral development banks,q 105%,dp3527179,dp3527179,stable
25.00,0050,0180,3 Multilateral development banks,r 110%,dp3526951,dp3526951,stable
25.00,0050,0190,3 Multilateral development banks,s 130%,dp3527552,dp3527552,stable
25.00,0050,0200,3 Multilateral development banks,t 150%,dp3526906,dp3526906,stable
25.00,0050,0210,3 Multilateral development banks,u 250%,dp3527307,dp3527307,stable
25.00,0050,0220,3 Multilateral development banks,v 370%,dp3527323,dp3527323,stable
25.00,0050,0230,3 Multilateral development banks,w 400%,dp3527078,dp3527078,stable
25.00,0050,0240,3 Multilateral development banks,x 1250%,dp3527482,dp3527482,stable
25.00,0050,0250,3 Multilateral development banks,y Others,dp3527496,dp3527496,stable
25.00,0050,0260,3 Multilateral development banks,z Total,dp3527063,dp3527063,stable
25.00,0050,0270,3 Multilateral development banks,aa Of which unrated,dp3527528,dp3527528,stable
25.00,0060,0010,EU 3a International organisations,a 0%,dp3527790,dp3527790,stable
25.00,0060,0020,EU 3a International organisations,b 2%,dp3527397,dp3527397,stable
25.00,0060,0030,EU 3a International organisations,c 4%,dp3526685,dp3526685,stable
25.00,0060,0040,EU 3a International organisations,d 10%,dp3526798,dp3526798,stable
25.00,0060,0050,EU 3a International organisations,e 20%,dp3527821,dp3527821,stable
25.00,0060,0060,EU 3a International organisations,f 30%,dp3527141,dp3527141,stable
25.00,0060,0070,EU 3a International organisations,g 35%,dp3527126,dp3527126,stable
25.00,0060,0080,EU 3a International organisations,h 40%,dp3527158,dp3527158,stable
25.00,0060,0090,EU 3a International organisations,i 45%,dp3527228,dp3527228,stable
25.00,0060,0100,EU 3a International organisations,j 50%,dp3527102,dp3527102,stable
25.00,0060,0110,EU 3a International organisations,k 60%,dp3527210,dp3527210,stable
25.00,0060,0120,EU 3a International organisations,l 70%,dp3527281,dp3527281,stable
25.00,0060,0130,EU 3a International organisations,m 75%,dp3526748,dp3526748,stable
25.00,0060,0140,EU 3a International organisations,n 80%,dp3527602,dp3527602,stable
25.00,0060,0150,EU 3a International organisations,o 90%,dp3527171,dp3527171,stable
25.00,0060,0160,EU 3a International organisations,p 100%,dp3528389,dp3528389,stable
25.00,0060,0170,EU 3a International organisations,q 105%,dp3527586,dp3527586,stable
25.00,0060,0180,EU 3a International organisations,r 110%,dp3527570,dp3527570,stable
25.00,0060,0190,EU 3a International organisations,s 130%,dp3527095,dp3527095,stable
25.00,0060,0200,EU 3a International organisations,t 150%,dp3527293,dp3527293,stable
25.00,0060,0210,EU 3a International organisations,u 250%,dp3526890,dp3526890,stable
25.00,0060,0220,EU 3a International organisations,v 370%,dp3526876,dp3526876,stable
25.00,0060,0230,EU 3a International organisations,w 400%,dp3527685,dp3527685,stable
25.00,0060,0240,EU 3a International organisations,x 1250%,dp3526729,dp3526729,stable
25.00,0060,0250,EU 3a International organisations,y Others,dp3526711,dp3526711,stable
25.00,0060,0260,EU 3a International organisations,z Total,dp3527670,dp3527670,stable
25.00,0060,0270,EU 3a International organisations,aa Of which unrated,dp3526699,dp3526699,stable
25.00,0070,0010,4 Institutions,a 0%,dp3527239,dp3527239,stable
25.00,0070,0020,4 Institutions,b 2%,dp3527253,dp3527253,stable
25.00,0070,0030,4 Institutions,c 4%,dp3527515,dp3527515,stable
25.00,0070,0040,4 Institutions,d 10%,dp3527270,dp3527270,stable
25.00,0070,0050,4 Institutions,e 20%,dp3527111,dp3527111,stable
25.00,0070,0060,4 Institutions,f 30%,dp3527705,dp3527705,stable
25.00,0070,0070,4 Institutions,g 35%,dp3527835,dp3527835,stable
25.00,0070,0080,4 Institutions,h 40%,dp3527718,dp3527718,stable
25.00,0070,0090,4 Institutions,i 45%,dp3527224,dp3527224,stable
25.00,0070,0100,4 Institutions,j 50%,dp3527099,dp3527099,stable
25.00,0070,0110,4 Institutions,k 60%,dp3527206,dp3527206,stable
25.00,0070,0120,4 Institutions,l 70%,dp3526922,dp3526922,stable
25.00,0070,0130,4 Institutions,m 75%,dp3527455,dp3527455,stable
25.00,0070,0140,4 Institutions,n 80%,dp3527599,dp3527599,stable
25.00,0070,0150,4 Institutions,o 90%,dp3527471,dp3527471,stable
25.00,0070,0160,4 Institutions,p 100%,dp3527931,dp3527931,stable
25.00,0070,0170,4 Institutions,q 105%,dp3527583,dp3527583,stable
25.00,0070,0180,4 Institutions,r 110%,dp3527567,dp3527567,stable
25.00,0070,0190,4 Institutions,s 130%,dp3527092,dp3527092,stable
25.00,0070,0200,4 Institutions,t 150%,dp3526904,dp3526904,stable
25.00,0070,0210,4 Institutions,u 250%,dp3527309,dp3527309,stable
25.00,0070,0220,4 Institutions,v 370%,dp3526874,dp3526874,stable
25.00,0070,0230,4 Institutions,w 400%,dp3527683,dp3527683,stable
25.00,0070,0240,4 Institutions,x 1250%,dp3527484,dp3527484,stable
25.00,0070,0250,4 Institutions,y Others,dp3526708,dp3526708,stable
25.00,0070,0260,4 Institutions,z Total,dp3527061,dp3527061,stable
25.00,0070,0270,4 Institutions,aa Of which unrated,dp3527531,dp3527531,stable
25.00,0080,0010,5 Covered bonds,a 0%,dp3527243,dp3527243,stable
25.00,0080,0020,5 Covered bonds,b 2%,dp3527395,dp3527395,stable
25.00,0080,0030,5 Covered bonds,c 4%,dp3527510,dp3527510,stable
25.00,0080,0040,5 Covered bonds,d 10%,dp3527267,dp3527267,stable
25.00,0080,0050,5 Covered bonds,e 20%,dp3527115,dp3527115,stable
25.00,0080,0060,5 Covered bonds,f 30%,dp3527144,dp3527144,stable
25.00,0080,0070,5 Covered bonds,g 35%,dp3527129,dp3527129,stable
25.00,0080,0080,5 Covered bonds,h 40%,dp3527160,dp3527160,stable
25.00,0080,0090,5 Covered bonds,i 45%,dp3527776,dp3527776,stable
25.00,0080,0100,5 Covered bonds,j 50%,dp3527804,dp3527804,stable
25.00,0080,0110,5 Covered bonds,k 60%,dp3527617,dp3527617,stable
25.00,0080,0120,5 Covered bonds,l 70%,dp3527279,dp3527279,stable
25.00,0080,0130,5 Covered bonds,m 75%,dp3526750,dp3526750,stable
25.00,0080,0140,5 Covered bonds,n 80%,dp3527194,dp3527194,stable
25.00,0080,0150,5 Covered bonds,o 90%,dp3526736,dp3526736,stable
25.00,0080,0160,5 Covered bonds,p 100%,dp3528393,dp3528393,stable
25.00,0080,0170,5 Covered bonds,q 105%,dp3527180,dp3527180,stable
25.00,0080,0180,5 Covered bonds,r 110%,dp3526952,dp3526952,stable
25.00,0080,0190,5 Covered bonds,s 130%,dp3527553,dp3527553,stable
25.00,0080,0200,5 Covered bonds,t 150%,dp3526908,dp3526908,stable
25.00,0080,0210,5 Covered bonds,u 250%,dp3526892,dp3526892,stable
25.00,0080,0220,5 Covered bonds,v 370%,dp3526879,dp3526879,stable
25.00,0080,0230,5 Covered bonds,w 400%,dp3527080,dp3527080,stable
25.00,0080,0240,5 Covered bonds,x 1250%,dp3527480,dp3527480,stable
25.00,0080,0250,5 Covered bonds,y Others,dp3527493,dp3527493,stable
25.00,0080,0260,5 Covered bonds,z Total,dp3527065,dp3527065,stable
25.00,0080,0270,5 Covered bonds,aa Of which unrated,dp3526696,dp3526696,stable
25.00,0090,0010,6 Corporates,a 0%,dp3527845,dp3527845,stable
25.00,0090,0020,6 Corporates,b 2%,dp3527919,dp3527919,stable
25.00,0090,0030,6 Corporates,c 4%,dp3527837,dp3527837,stable
25.00,0090,0040,6 Corporates,d 10%,dp3528325,dp3528325,stable
25.00,0090,0050,6 Corporates,e 20%,dp3527844,dp3527844,stable
25.00,0090,0060,6 Corporates,f 30%,dp3527842,dp3527842,stable
25.00,0090,0070,6 Corporates,g 35%,dp3527843,dp3527843,stable
25.00,0090,0080,6 Corporates,h 40%,dp3527841,dp3527841,stable
25.00,0090,0090,6 Corporates,i 45%,dp3528381,dp3528381,stable
25.00,0090,0100,6 Corporates,j 50%,dp3528382,dp3528382,stable
25.00,0090,0110,6 Corporates,k 60%,dp3528380,dp3528380,stable
25.00,0090,0120,6 Corporates,l 70%,dp3528324,dp3528324,stable
25.00,0090,0130,6 Corporates,m 75%,dp3527839,dp3527839,stable
25.00,0090,0140,6 Corporates,n 80%,dp3527846,dp3527846,stable
