datapoint_code,frequency,label,unit,template
dp475480,17,[TODO: DPM lookup] dp475480,[TODO],[TODO]
dp475481,18,[TODO: DPM lookup] dp475481,[TODO],[TODO]
dp475482,18,[TODO: DPM lookup] dp475482,[TODO],[TODO]
dp475483,18,[TODO: DPM lookup] dp475483,[TODO],[TODO]
dp475484,17,[TODO: DPM lookup] dp475484,[TODO],[TODO]
dp475485,18,[TODO: DPM lookup] dp475485,[TODO],[TODO]
dp475486,18,[TODO: DPM lookup] dp475486,[TODO],[TODO]
dp475487,18,[TODO: DPM lookup] dp475487,[TODO],[TODO]
dp475488,17,[TODO: DPM lookup] dp475488,[TODO],[TODO]
dp475489,18,[TODO: DPM lookup] dp475489,[TODO],[TODO]
dp475490,33,[TODO: DPM lookup] dp475490,[TODO],[TODO]
dp475491,33,[TODO: DPM lookup] dp475491,[TODO],[TODO]
dp475492,32,[TODO: DPM lookup] dp475492,[TODO],[TODO]
dp475493,19,[TODO: DPM lookup] dp475493,[TODO],[TODO]
dp475494,20,[TODO: DPM lookup] dp475494,[TODO],[TODO]
dp475495,19,[TODO: DPM lookup] dp475495,[TODO],[TODO]
dp475496,19,[TODO: DPM lookup] dp475496,[TODO],[TODO]
dp475497,18,[TODO: DPM lookup] dp475497,[TODO],[TODO]
dp475498,19,[TODO: DPM lookup] dp475498,[TODO],[TODO]
dp475499,19,[TODO: DPM lookup] dp475499,[TODO],[TODO]
dp475500,19,[TODO: DPM lookup] dp475500,[TODO],[TODO]
dp475501,18,[TODO: DPM lookup] dp475501,[TODO],[TODO]
dp475502,19,[TODO: DPM lookup] dp475502,[TODO],[TODO]
dp475503,19,[TODO: DPM lookup] dp475503,[TODO],[TODO]
dp475504,19,[TODO: DPM lookup] dp475504,[TODO],[TODO]
dp475505,18,[TODO: DPM lookup] dp475505,[TODO],[TODO]
dp475506,19,[TODO: DPM lookup] dp475506,[TODO],[TODO]
dp475543,12,[TODO: DPM lookup] dp475543,[TODO],[TODO]
dp475544,11,[TODO: DPM lookup] dp475544,[TODO],[TODO]
dp475545,11,[TODO: DPM lookup] dp475545,[TODO],[TODO]
dp475546,11,[TODO: DPM lookup] dp475546,[TODO],[TODO]
dp475547,18,[TODO: DPM lookup] dp475547,[TODO],[TODO]
dp475548,18,[TODO: DPM lookup] dp475548,[TODO],[TODO]
dp475549,17,[TODO: DPM lookup] dp475549,[TODO],[TODO]
dp475550,18,[TODO: DPM lookup] dp475550,[TODO],[TODO]
dp475551,18,[TODO: DPM lookup] dp475551,[TODO],[TODO]
dp475552,18,[TODO: DPM lookup] dp475552,[TODO],[TODO]
dp475553,17,[TODO: DPM lookup] dp475553,[TODO],[TODO]
dp475554,18,[TODO: DPM lookup] dp475554,[TODO],[TODO]
dp475564,28,[TODO: DPM lookup] dp475564,[TODO],[TODO]
dp475565,28,[TODO: DPM lookup] dp475565,[TODO],[TODO]
dp475566,27,[TODO: DPM lookup] dp475566,[TODO],[TODO]
dp475567,19,[TODO: DPM lookup] dp475567,[TODO],[TODO]
dp475569,28,[TODO: DPM lookup] dp475569,[TODO],[TODO]
dp475570,28,[TODO: DPM lookup] dp475570,[TODO],[TODO]
dp475571,27,[TODO: DPM lookup] dp475571,[TODO],[TODO]
dp475572,19,[TODO: DPM lookup] dp475572,[TODO],[TODO]
dp475573,28,[TODO: DPM lookup] dp475573,[TODO],[TODO]
dp475574,28,[TODO: DPM lookup] dp475574,[TODO],[TODO]
dp475575,27,[TODO: DPM lookup] dp475575,[TODO],[TODO]
dp475576,19,[TODO: DPM lookup] dp475576,[TODO],[TODO]
dp475577,20,[TODO: DPM lookup] dp475577,[TODO],[TODO]
dp475578,19,[TODO: DPM lookup] dp475578,[TODO],[TODO]
dp475579,19,[TODO: DPM lookup] dp475579,[TODO],[TODO]
dp475580,18,[TODO: DPM lookup] dp475580,[TODO],[TODO]
dp475581,19,[TODO: DPM lookup] dp475581,[TODO],[TODO]
dp475582,20,[TODO: DPM lookup] dp475582,[TODO],[TODO]
dp475583,19,[TODO: DPM lookup] dp475583,[TODO],[TODO]
dp475584,19,[TODO: DPM lookup] dp475584,[TODO],[TODO]
dp475585,18,[TODO: DPM lookup] dp475585,[TODO],[TODO]
dp475586,19,[TODO: DPM lookup] dp475586,[TODO],[TODO]
dp475587,20,[TODO: DPM lookup] dp475587,[TODO],[TODO]
dp475588,19,[TODO: DPM lookup] dp475588,[TODO],[TODO]
dp475589,19,[TODO: DPM lookup] dp475589,[TODO],[TODO]
dp475590,18,[TODO: DPM lookup] dp475590,[TODO],[TODO]
dp475591,19,[TODO: DPM lookup] dp475591,[TODO],[TODO]
dp475592,11,[TODO: DPM lookup] dp475592,[TODO],[TODO]
dp475593,11,[TODO: DPM lookup] dp475593,[TODO],[TODO]
dp475594,10,[TODO: DPM lookup] dp475594,[TODO],[TODO]
dp475595,10,[TODO: DPM lookup] dp475595,[TODO],[TODO]
dp475596,10,[TODO: DPM lookup] dp475596,[TODO],[TODO]
dp475597,5,[TODO: DPM lookup] dp475597,[TODO],[TODO]
dp475598,4,[TODO: DPM lookup] dp475598,[TODO],[TODO]
dp475599,3,[TODO: DPM lookup] dp475599,[TODO],[TODO]
dp475600,3,[TODO: DPM lookup] dp475600,[TODO],[TODO]
dp475601,3,[TODO: DPM lookup] dp475601,[TODO],[TODO]
dp475602,5,[TODO: DPM lookup] dp475602,[TODO],[TODO]
dp475603,4,[TODO: DPM lookup] dp475603,[TODO],[TODO]
dp475604,3,[TODO: DPM lookup] dp475604,[TODO],[TODO]
dp475605,3,[TODO: DPM lookup] dp475605,[TODO],[TODO]
dp475606,3,[TODO: DPM lookup] dp475606,[TODO],[TODO]
dp475607,9,[TODO: DPM lookup] dp475607,[TODO],[TODO]
dp475608,9,[TODO: DPM lookup] dp475608,[TODO],[TODO]
dp475609,9,[TODO: DPM lookup] dp475609,[TODO],[TODO]
dp475610,8,[TODO: DPM lookup] dp475610,[TODO],[TODO]
dp475611,9,[TODO: DPM lookup] dp475611,[TODO],[TODO]
dp475714,5,[TODO: DPM lookup] dp475714,[TODO],[TODO]
dp475715,5,[TODO: DPM lookup] dp475715,[TODO],[TODO]
dp475716,4,[TODO: DPM lookup] dp475716,[TODO],[TODO]
dp475717,4,[TODO: DPM lookup] dp475717,[TODO],[TODO]
dp475718,4,[TODO: DPM lookup] dp475718,[TODO],[TODO]
dp475719,5,[TODO: DPM lookup] dp475719,[TODO],[TODO]
dp475720,5,[TODO: DPM lookup] dp475720,[TODO],[TODO]
dp475721,4,[TODO: DPM lookup] dp475721,[TODO],[TODO]
dp475722,4,[TODO: DPM lookup] dp475722,[TODO],[TODO]
dp475723,4,[TODO: DPM lookup] dp475723,[TODO],[TODO]
dp475724,20,[TODO: DPM lookup] dp475724,[TODO],[TODO]
dp475725,19,[TODO: DPM lookup] dp475725,[TODO],[TODO]
dp475726,19,[TODO: DPM lookup] dp475726,[TODO],[TODO]
dp475727,18,[TODO: DPM lookup] dp475727,[TODO],[TODO]
dp475728,19,[TODO: DPM lookup] dp475728,[TODO],[TODO]
dp3291763,5,[TODO: DPM lookup] dp3291763,[TODO],[TODO]
dp3291764,9,[TODO: DPM lookup] dp3291764,[TODO],[TODO]
dp3291765,8,[TODO: DPM lookup] dp3291765,[TODO],[TODO]
dp3291766,7,[TODO: DPM lookup] dp3291766,[TODO],[TODO]
dp3291767,8,[TODO: DPM lookup] dp3291767,[TODO],[TODO]
dp3291768,2,[TODO: DPM lookup] dp3291768,[TODO],[TODO]
dp3291769,10,[TODO: DPM lookup] dp3291769,[TODO],[TODO]
dp3291770,4,[TODO: DPM lookup] dp3291770,[TODO],[TODO]
dp3291771,9,[TODO: DPM lookup] dp3291771,[TODO],[TODO]
dp3291772,11,[TODO: DPM lookup] dp3291772,[TODO],[TODO]
dp3291775,4,[TODO: DPM lookup] dp3291775,[TODO],[TODO]
dp3291776,8,[TODO: DPM lookup] dp3291776,[TODO],[TODO]
dp3291777,13,[TODO: DPM lookup] dp3291777,[TODO],[TODO]
dp3291780,6,[TODO: DPM lookup] dp3291780,[TODO],[TODO]
dp3291781,8,[TODO: DPM lookup] dp3291781,[TODO],[TODO]
dp3291782,19,[TODO: DPM lookup] dp3291782,[TODO],[TODO]
dp3291783,10,[TODO: DPM lookup] dp3291783,[TODO],[TODO]
dp3291784,10,[TODO: DPM lookup] dp3291784,[TODO],[TODO]
dp3291785,9,[TODO: DPM lookup] dp3291785,[TODO],[TODO]
dp3291786,10,[TODO: DPM lookup] dp3291786,[TODO],[TODO]
dp3291787,4,[TODO: DPM lookup] dp3291787,[TODO],[TODO]
dp3291788,10,[TODO: DPM lookup] dp3291788,[TODO],[TODO]
dp3291789,8,[TODO: DPM lookup] dp3291789,[TODO],[TODO]
dp3291790,7,[TODO: DPM lookup] dp3291790,[TODO],[TODO]
dp3291791,10,[TODO: DPM lookup] dp3291791,[TODO],[TODO]
dp3291799,19,[TODO: DPM lookup] dp3291799,[TODO],[TODO]
dp3291800,13,[TODO: DPM lookup] dp3291800,[TODO],[TODO]
dp3291801,9,[TODO: DPM lookup] dp3291801,[TODO],[TODO]
dp3291802,10,[TODO: DPM lookup] dp3291802,[TODO],[TODO]
dp3291803,8,[TODO: DPM lookup] dp3291803,[TODO],[TODO]
dp3291804,7,[TODO: DPM lookup] dp3291804,[TODO],[TODO]
dp3291808,20,[TODO: DPM lookup] dp3291808,[TODO],[TODO]
dp3291817,6,[TODO: DPM lookup] dp3291817,[TODO],[TODO]
dp3291819,3,[TODO: DPM lookup] dp3291819,[TODO],[TODO]
dp3291822,6,[TODO: DPM lookup] dp3291822,[TODO],[TODO]
dp3291824,20,[TODO: DPM lookup] dp3291824,[TODO],[TODO]
dp3291831,7,[TODO: DPM lookup] dp3291831,[TODO],[TODO]
dp3291832,10,[TODO: DPM lookup] dp3291832,[TODO],[TODO]
dp3291833,6,[TODO: DPM lookup] dp3291833,[TODO],[TODO]
dp3291834,4,[TODO: DPM lookup] dp3291834,[TODO],[TODO]
dp3291835,7,[TODO: DPM lookup] dp3291835,[TODO],[TODO]
dp3291836,7,[TODO: DPM lookup] dp3291836,[TODO],[TODO]
dp3291837,11,[TODO: DPM lookup] dp3291837,[TODO],[TODO]
dp3291838,4,[TODO: DPM lookup] dp3291838,[TODO],[TODO]
dp3291839,13,[TODO: DPM lookup] dp3291839,[TODO],[TODO]
dp3291840,8,[TODO: DPM lookup] dp3291840,[TODO],[TODO]
dp3291843,4,[TODO: DPM lookup] dp3291843,[TODO],[TODO]
dp3291847,20,[TODO: DPM lookup] dp3291847,[TODO],[TODO]
dp3291848,5,[TODO: DPM lookup] dp3291848,[TODO],[TODO]
dp3291855,20,[TODO: DPM lookup] dp3291855,[TODO],[TODO]
dp3291856,6,[TODO: DPM lookup] dp3291856,[TODO],[TODO]
dp3291857,2,[TODO: DPM lookup] dp3291857,[TODO],[TODO]
dp3291858,3,[TODO: DPM lookup] dp3291858,[TODO],[TODO]
dp3291859,4,[TODO: DPM lookup] dp3291859,[TODO],[TODO]
dp3291860,6,[TODO: DPM lookup] dp3291860,[TODO],[TODO]
dp3291861,4,[TODO: DPM lookup] dp3291861,[TODO],[TODO]
dp3291862,5,[TODO: DPM lookup] dp3291862,[TODO],[TODO]
dp3291864,3,[TODO: DPM lookup] dp3291864,[TODO],[TODO]
dp3291865,5,[TODO: DPM lookup] dp3291865,[TODO],[TODO]
dp3291866,5,[TODO: DPM lookup] dp3291866,[TODO],[TODO]
dp3291867,5,[TODO: DPM lookup] dp3291867,[TODO],[TODO]
dp3291868,2,[TODO: DPM lookup] dp3291868,[TODO],[TODO]
dp3291869,5,[TODO: DPM lookup] dp3291869,[TODO],[TODO]
dp3291870,4,[TODO: DPM lookup] dp3291870,[TODO],[TODO]
dp3291871,3,[TODO: DPM lookup] dp3291871,[TODO],[TODO]
dp3291872,5,[TODO: DPM lookup] dp3291872,[TODO],[TODO]
dp3291873,4,[TODO: DPM lookup] dp3291873,[TODO],[TODO]
dp3291874,72,[TODO: DPM lookup] dp3291874,[TODO],[TODO]
dp3292452,7,[TODO: DPM lookup] dp3292452,[TODO],[TODO]
dp3292453,21,[TODO: DPM lookup] dp3292453,[TODO],[TODO]
dp3292454,13,[TODO: DPM lookup] dp3292454,[TODO],[TODO]
dp3292455,11,[TODO: DPM lookup] dp3292455,[TODO],[TODO]
dp3292456,9,[TODO: DPM lookup] dp3292456,[TODO],[TODO]
dp3292457,7,[TODO: DPM lookup] dp3292457,[TODO],[TODO]
dp3292458,7,[TODO: DPM lookup] dp3292458,[TODO],[TODO]
dp3292459,7,[TODO: DPM lookup] dp3292459,[TODO],[TODO]
dp3292460,12,[TODO: DPM lookup] dp3292460,[TODO],[TODO]
dp3292461,19,[TODO: DPM lookup] dp3292461,[TODO],[TODO]
dp3292462,13,[TODO: DPM lookup] dp3292462,[TODO],[TODO]
dp3292463,1,[TODO: DPM lookup] dp3292463,[TODO],[TODO]
dp3292464,8,[TODO: DPM lookup] dp3292464,[TODO],[TODO]
dp3292465,6,[TODO: DPM lookup] dp3292465,[TODO],[TODO]
dp3292466,12,[TODO: DPM lookup] dp3292466,[TODO],[TODO]
dp3292468,7,[TODO: DPM lookup] dp3292468,[TODO],[TODO]
dp3292487,3,[TODO: DPM lookup] dp3292487,[TODO],[TODO]
dp3292488,1,[TODO: DPM lookup] dp3292488,[TODO],[TODO]
dp3292489,5,[TODO: DPM lookup] dp3292489,[TODO],[TODO]
dp3292490,8,[TODO: DPM lookup] dp3292490,[TODO],[TODO]
dp3292491,5,[TODO: DPM lookup] dp3292491,[TODO],[TODO]
dp3292492,3,[TODO: DPM lookup] dp3292492,[TODO],[TODO]
dp3292493,3,[TODO: DPM lookup] dp3292493,[TODO],[TODO]
dp3292494,4,[TODO: DPM lookup] dp3292494,[TODO],[TODO]
dp3292495,5,[TODO: DPM lookup] dp3292495,[TODO],[TODO]
dp3292496,2,[TODO: DPM lookup] dp3292496,[TODO],[TODO]
dp3292497,5,[TODO: DPM lookup] dp3292497,[TODO],[TODO]
dp3292498,7,[TODO: DPM lookup] dp3292498,[TODO],[TODO]
dp3292499,5,[TODO: DPM lookup] dp3292499,[TODO],[TODO]
dp3292500,4,[TODO: DPM lookup] dp3292500,[TODO],[TODO]
dp3292501,6,[TODO: DPM lookup] dp3292501,[TODO],[TODO]
dp3292502,6,[TODO: DPM lookup] dp3292502,[TODO],[TODO]
dp3292503,4,[TODO: DPM lookup] dp3292503,[TODO],[TODO]
dp3292504,2,[TODO: DPM lookup] dp3292504,[TODO],[TODO]
dp3292505,5,[TODO: DPM lookup] dp3292505,[TODO],[TODO]
dp3292506,4,[TODO: DPM lookup] dp3292506,[TODO],[TODO]
dp3292507,7,[TODO: DPM lookup] dp3292507,[TODO],[TODO]
dp3292508,6,[TODO: DPM lookup] dp3292508,[TODO],[TODO]
dp3292509,2,[TODO: DPM lookup] dp3292509,[TODO],[TODO]
dp3292510,6,[TODO: DPM lookup] dp3292510,[TODO],[TODO]
dp3292511,6,[TODO: DPM lookup] dp3292511,[TODO],[TODO]
dp3292513,4,[TODO: DPM lookup] dp3292513,[TODO],[TODO]
dp3292514,8,[TODO: DPM lookup] dp3292514,[TODO],[TODO]
dp3292515,3,[TODO: DPM lookup] dp3292515,[TODO],[TODO]
dp3292516,5,[TODO: DPM lookup] dp3292516,[TODO],[TODO]
dp3292517,5,[TODO: DPM lookup] dp3292517,[TODO],[TODO]
dp3292518,5,[TODO: DPM lookup] dp3292518,[TODO],[TODO]
dp3292519,5,[TODO: DPM lookup] dp3292519,[TODO],[TODO]
dp3292520,5,[TODO: DPM lookup] dp3292520,[TODO],[TODO]
dp3292521,4,[TODO: DPM lookup] dp3292521,[TODO],[TODO]
dp3292526,6,[TODO: DPM lookup] dp3292526,[TODO],[TODO]
dp3292527,13,[TODO: DPM lookup] dp3292527,[TODO],[TODO]
dp3292528,8,[TODO: DPM lookup] dp3292528,[TODO],[TODO]
dp3292530,20,[TODO: DPM lookup] dp3292530,[TODO],[TODO]
dp3292532,6,[TODO: DPM lookup] dp3292532,[TODO],[TODO]
dp3292534,6,[TODO: DPM lookup] dp3292534,[TODO],[TODO]
dp3292536,3,[TODO: DPM lookup] dp3292536,[TODO],[TODO]
dp3292539,20,[TODO: DPM lookup] dp3292539,[TODO],[TODO]
dp3292550,6,[TODO: DPM lookup] dp3292550,[TODO],[TODO]
dp3292551,7,[TODO: DPM lookup] dp3292551,[TODO],[TODO]
dp3292552,5,[TODO: DPM lookup] dp3292552,[TODO],[TODO]
dp3292553,9,[TODO: DPM lookup] dp3292553,[TODO],[TODO]
dp3292554,2,[TODO: DPM lookup] dp3292554,[TODO],[TODO]
dp3292555,11,[TODO: DPM lookup] dp3292555,[TODO],[TODO]
dp3292556,18,[TODO: DPM lookup] dp3292556,[TODO],[TODO]
dp3292557,11,[TODO: DPM lookup] dp3292557,[TODO],[TODO]
dp3292558,18,[TODO: DPM lookup] dp3292558,[TODO],[TODO]
dp3292559,28,[TODO: DPM lookup] dp3292559,[TODO],[TODO]
dp3292560,9,[TODO: DPM lookup] dp3292560,[TODO],[TODO]
dp3292579,28,[TODO: DPM lookup] dp3292579,[TODO],[TODO]
dp3292580,14,[TODO: DPM lookup] dp3292580,[TODO],[TODO]
dp3292581,9,[TODO: DPM lookup] dp3292581,[TODO],[TODO]
dp3292582,11,[TODO: DPM lookup] dp3292582,[TODO],[TODO]
dp3292583,7,[TODO: DPM lookup] dp3292583,[TODO],[TODO]
dp3292584,14,[TODO: DPM lookup] dp3292584,[TODO],[TODO]
dp3292617,1,[TODO: DPM lookup] dp3292617,[TODO],[TODO]
dp3292618,1,[TODO: DPM lookup] dp3292618,[TODO],[TODO]
dp3292861,7,[TODO: DPM lookup] dp3292861,[TODO],[TODO]
dp3292862,11,[TODO: DPM lookup] dp3292862,[TODO],[TODO]
dp3292863,9,[TODO: DPM lookup] dp3292863,[TODO],[TODO]
dp3292864,14,[TODO: DPM lookup] dp3292864,[TODO],[TODO]
dp3292865,28,[TODO: DPM lookup] dp3292865,[TODO],[TODO]
dp3292866,9,[TODO: DPM lookup] dp3292866,[TODO],[TODO]
dp3292875,13,[TODO: DPM lookup] dp3292875,[TODO],[TODO]
dp3292876,15,[TODO: DPM lookup] dp3292876,[TODO],[TODO]
dp3292877,5,[TODO: DPM lookup] dp3292877,[TODO],[TODO]
dp3292878,10,[TODO: DPM lookup] dp3292878,[TODO],[TODO]
dp3292879,4,[TODO: DPM lookup] dp3292879,[TODO],[TODO]
dp3292880,7,[TODO: DPM lookup] dp3292880,[TODO],[TODO]
dp3292881,10,[TODO: DPM lookup] dp3292881,[TODO],[TODO]
dp3292882,12,[TODO: DPM lookup] dp3292882,[TODO],[TODO]
dp3292883,14,[TODO: DPM lookup] dp3292883,[TODO],[TODO]
dp3292884,16,[TODO: DPM lookup] dp3292884,[TODO],[TODO]
dp3292885,5,[TODO: DPM lookup] dp3292885,[TODO],[TODO]
dp3292886,7,[TODO: DPM lookup] dp3292886,[TODO],[TODO]
dp3292887,15,[TODO: DPM lookup] dp3292887,[TODO],[TODO]
dp3292888,11,[TODO: DPM lookup] dp3292888,[TODO],[TODO]
dp3292889,15,[TODO: DPM lookup] dp3292889,[TODO],[TODO]
dp3292890,13,[TODO: DPM lookup] dp3292890,[TODO],[TODO]
dp3292891,28,[TODO: DPM lookup] dp3292891,[TODO],[TODO]
dp3292892,5,[TODO: DPM lookup] dp3292892,[TODO],[TODO]
dp3292894,3,[TODO: DPM lookup] dp3292894,[TODO],[TODO]
dp3292896,13,[TODO: DPM lookup] dp3292896,[TODO],[TODO]
dp3292897,8,[TODO: DPM lookup] dp3292897,[TODO],[TODO]
dp3292899,4,[TODO: DPM lookup] dp3292899,[TODO],[TODO]
dp3293018,1,[TODO: DPM lookup] dp3293018,[TODO],[TODO]
dp3293019,1,[TODO: DPM lookup] dp3293019,[TODO],[TODO]
dp3293057,14,[TODO: DPM lookup] dp3293057,[TODO],[TODO]
dp3293058,12,[TODO: DPM lookup] dp3293058,[TODO],[TODO]
dp3293059,9,[TODO: DPM lookup] dp3293059,[TODO],[TODO]
dp3293060,18,[TODO: DPM lookup] dp3293060,[TODO],[TODO]
dp3293061,14,[TODO: DPM lookup] dp3293061,[TODO],[TODO]
dp3293062,8,[TODO: DPM lookup] dp3293062,[TODO],[TODO]
dp3293063,13,[TODO: DPM lookup] dp3293063,[TODO],[TODO]
dp3293064,17,[TODO: DPM lookup] dp3293064,[TODO],[TODO]
dp3293065,14,[TODO: DPM lookup] dp3293065,[TODO],[TODO]
dp3293066,15,[TODO: DPM lookup] dp3293066,[TODO],[TODO]
dp3293067,14,[TODO: DPM lookup] dp3293067,[TODO],[TODO]
dp3293068,7,[TODO: DPM lookup] dp3293068,[TODO],[TODO]
dp3293069,6,[TODO: DPM lookup] dp3293069,[TODO],[TODO]
dp3293077,28,[TODO: DPM lookup] dp3293077,[TODO],[TODO]
dp3293078,18,[TODO: DPM lookup] dp3293078,[TODO],[TODO]
dp3293079,11,[TODO: DPM lookup] dp3293079,[TODO],[TODO]
dp3293080,18,[TODO: DPM lookup] dp3293080,[TODO],[TODO]
dp3293081,11,[TODO: DPM lookup] dp3293081,[TODO],[TODO]
dp3293082,2,[TODO: DPM lookup] dp3293082,[TODO],[TODO]
dp3293083,10,[TODO: DPM lookup] dp3293083,[TODO],[TODO]
dp3293084,6,[TODO: DPM lookup] dp3293084,[TODO],[TODO]
dp3293085,6,[TODO: DPM lookup] dp3293085,[TODO],[TODO]
dp3293086,7,[TODO: DPM lookup] dp3293086,[TODO],[TODO]
dp3293087,14,[TODO: DPM lookup] dp3293087,[TODO],[TODO]
dp3293098,1,[TODO: DPM lookup] dp3293098,[TODO],[TODO]
dp3293105,14,[TODO: DPM lookup] dp3293105,[TODO],[TODO]
dp3293106,6,[TODO: DPM lookup] dp3293106,[TODO],[TODO]
dp3293109,6,[TODO: DPM lookup] dp3293109,[TODO],[TODO]
dp3293113,6,[TODO: DPM lookup] dp3293113,[TODO],[TODO]
dp3293114,20,[TODO: DPM lookup] dp3293114,[TODO],[TODO]
dp3293149,28,[TODO: DPM lookup] dp3293149,[TODO],[TODO]
dp3293150,16,[TODO: DPM lookup] dp3293150,[TODO],[TODO]
dp3293151,20,[TODO: DPM lookup] dp3293151,[TODO],[TODO]
dp3293636,1,[TODO: DPM lookup] dp3293636,[TODO],[TODO]
dp3293640,1,[TODO: DPM lookup] dp3293640,[TODO],[TODO]
dp3293641,9,[TODO: DPM lookup] dp3293641,[TODO],[TODO]
dp3293642,6,[TODO: DPM lookup] dp3293642,[TODO],[TODO]
dp3293644,6,[TODO: DPM lookup] dp3293644,[TODO],[TODO]
dp3293647,13,[TODO: DPM lookup] dp3293647,[TODO],[TODO]
dp3293648,8,[TODO: DPM lookup] dp3293648,[TODO],[TODO]
dp3293650,20,[TODO: DPM lookup] dp3293650,[TODO],[TODO]
dp3293676,11,[TODO: DPM lookup] dp3293676,[TODO],[TODO]
dp3293677,18,[TODO: DPM lookup] dp3293677,[TODO],[TODO]
dp3293678,2,[TODO: DPM lookup] dp3293678,[TODO],[TODO]
dp3293679,10,[TODO: DPM lookup] dp3293679,[TODO],[TODO]
dp3293680,6,[TODO: DPM lookup] dp3293680,[TODO],[TODO]
dp3293681,7,[TODO: DPM lookup] dp3293681,[TODO],[TODO]
dp3293682,6,[TODO: DPM lookup] dp3293682,[TODO],[TODO]
dp3293699,14,[TODO: DPM lookup] dp3293699,[TODO],[TODO]
dp3293700,9,[TODO: DPM lookup] dp3293700,[TODO],[TODO]
dp3293701,11,[TODO: DPM lookup] dp3293701,[TODO],[TODO]
dp3293702,7,[TODO: DPM lookup] dp3293702,[TODO],[TODO]
dp3293703,14,[TODO: DPM lookup] dp3293703,[TODO],[TODO]
dp3293710,20,[TODO: DPM lookup] dp3293710,[TODO],[TODO]
dp3293714,3,[TODO: DPM lookup] dp3293714,[TODO],[TODO]
dp3293716,6,[TODO: DPM lookup] dp3293716,[TODO],[TODO]
dp3293717,4,[TODO: DPM lookup] dp3293717,[TODO],[TODO]
dp3293724,28,[TODO: DPM lookup] dp3293724,[TODO],[TODO]
dp3293725,28,[TODO: DPM lookup] dp3293725,[TODO],[TODO]
dp3293726,18,[TODO: DPM lookup] dp3293726,[TODO],[TODO]
dp3293727,11,[TODO: DPM lookup] dp3293727,[TODO],[TODO]
dp3293742,9,[TODO: DPM lookup] dp3293742,[TODO],[TODO]
dp3293743,7,[TODO: DPM lookup] dp3293743,[TODO],[TODO]
dp3293744,5,[TODO: DPM lookup] dp3293744,[TODO],[TODO]
dp3293745,2,[TODO: DPM lookup] dp3293745,[TODO],[TODO]
dp3293746,11,[TODO: DPM lookup] dp3293746,[TODO],[TODO]
dp3293747,18,[TODO: DPM lookup] dp3293747,[TODO],[TODO]
dp3293748,11,[TODO: DPM lookup] dp3293748,[TODO],[TODO]
dp3293749,18,[TODO: DPM lookup] dp3293749,[TODO],[TODO]
dp3293750,28,[TODO: DPM lookup] dp3293750,[TODO],[TODO]
dp3293751,5,[TODO: DPM lookup] dp3293751,[TODO],[TODO]
dp3293752,9,[TODO: DPM lookup] dp3293752,[TODO],[TODO]
dp3293753,14,[TODO: DPM lookup] dp3293753,[TODO],[TODO]
dp3293754,28,[TODO: DPM lookup] dp3293754,[TODO],[TODO]
dp3293755,11,[TODO: DPM lookup] dp3293755,[TODO],[TODO]
dp3293756,6,[TODO: DPM lookup] dp3293756,[TODO],[TODO]
dp3293757,7,[TODO: DPM lookup] dp3293757,[TODO],[TODO]
dp3293758,14,[TODO: DPM lookup] dp3293758,[TODO],[TODO]
dp3293763,1,[TODO: DPM lookup] dp3293763,[TODO],[TODO]
dp3293992,6,[TODO: DPM lookup] dp3293992,[TODO],[TODO]
dp3294018,3,[TODO: DPM lookup] dp3294018,[TODO],[TODO]
dp3294019,2,[TODO: DPM lookup] dp3294019,[TODO],[TODO]
dp3294197,19,[TODO: DPM lookup] dp3294197,[TODO],[TODO]
dp3294198,19,[TODO: DPM lookup] dp3294198,[TODO],[TODO]
dp3294199,19,[TODO: DPM lookup] dp3294199,[TODO],[TODO]
dp3294204,7,[TODO: DPM lookup] dp3294204,[TODO],[TODO]
dp3294205,9,[TODO: DPM lookup] dp3294205,[TODO],[TODO]
dp3294206,8,[TODO: DPM lookup] dp3294206,[TODO],[TODO]
dp3294207,2,[TODO: DPM lookup] dp3294207,[TODO],[TODO]
dp3294208,7,[TODO: DPM lookup] dp3294208,[TODO],[TODO]
dp3294209,4,[TODO: DPM lookup] dp3294209,[TODO],[TODO]
dp3294210,8,[TODO: DPM lookup] dp3294210,[TODO],[TODO]
dp3294211,9,[TODO: DPM lookup] dp3294211,[TODO],[TODO]
dp3294212,9,[TODO: DPM lookup] dp3294212,[TODO],[TODO]
dp3294213,20,[TODO: DPM lookup] dp3294213,[TODO],[TODO]
dp3294214,24,[TODO: DPM lookup] dp3294214,[TODO],[TODO]
dp3294215,9,[TODO: DPM lookup] dp3294215,[TODO],[TODO]
dp3294216,14,[TODO: DPM lookup] dp3294216,[TODO],[TODO]
dp3294217,20,[TODO: DPM lookup] dp3294217,[TODO],[TODO]
dp3294218,15,[TODO: DPM lookup] dp3294218,[TODO],[TODO]
dp3294219,3,[TODO: DPM lookup] dp3294219,[TODO],[TODO]
dp3294220,20,[TODO: DPM lookup] dp3294220,[TODO],[TODO]
dp3294221,23,[TODO: DPM lookup] dp3294221,[TODO],[TODO]
dp3294222,6,[TODO: DPM lookup] dp3294222,[TODO],[TODO]
dp3294225,6,[TODO: DPM lookup] dp3294225,[TODO],[TODO]
dp3294228,6,[TODO: DPM lookup] dp3294228,[TODO],[TODO]
dp3294229,20,[TODO: DPM lookup] dp3294229,[TODO],[TODO]
